id,jlpt_level,vocab_id,display_order,expression,reading,romaji,part_of_speech_id,semantic_category,meaning_id,example_sentence_jp,example_sentence_romaji,example_sentence_id,sentence_pattern,target_kanji_ids,target_kanji_chars,audio_path,source_basis,source_url,review_status,notes
vocab_ex_n5_0099,N5,vocab_n5_0099,99,大きい,おおきい,ookii,kata_sifat_i,warna_bentuk,besar,大きいです。,ookii desu.,besar.,i_adjective_desu,kanji_n5_006,大,/assets/audio/examples/vocab/n5/0099.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0100,N5,vocab_n5_0100,100,大きな,おおきな,ookina,kata_benda,umum,besar,大きながあります。,ookina ga arimasu.,Ada besar.,noun_arimasu,kanji_n5_006,大,/assets/audio/examples/vocab/n5/0100.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0101,N5,vocab_n5_0101,101,大勢,おおぜい,oozei,kata_benda,umum,banyak orang,大勢があります。,oozei ga arimasu.,Ada banyak orang.,noun_arimasu,kanji_n5_006,大,/assets/audio/examples/vocab/n5/0101.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0102,N5,vocab_n5_0102,102,お母さん,おかあさん,okaasan,kata_benda,keluarga_orang,ibu (formal),お母さんがいます。,okaasan ga imasu.,Ada ibu (formal).,noun_imasu,kanji_n5_072,母,/assets/audio/examples/vocab/n5/0102.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0103,N5,vocab_n5_0103,103,お菓子,おかし,okashi,kata_benda,umum,"confections, sweets, snack",お菓子があります。,okashi ga arimasu.,"Ada confections, sweets, snack.",noun_arimasu,kanji_n5_034,子,/assets/audio/examples/vocab/n5/0103.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0104,N5,vocab_n5_0104,104,お金,おかね,okane,kata_benda,uang_belanja,money,お金があります。,okane ga arimasu.,Ada money.,noun_arimasu,kanji_n5_028,金,/assets/audio/examples/vocab/n5/0104.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0105,N5,vocab_n5_0105,105,起きる,おきる,okiru,kata_kerja,aksi_kegiatan,"get up (e.g., from sleeping), happen",私は起きることができます。,Watashi wa okiru koto ga dekimasu.,"Saya bisa get up (e.g., from sleeping), happen.",verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0105.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0106,N5,vocab_n5_0106,106,置く,おく,oku,kata_kerja,aksi_kegiatan,"meletakkan, lay, place",私は置くことができます。,Watashi wa oku koto ga dekimasu.,"Saya bisa meletakkan, lay, place.",verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0106.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0107,N5,vocab_n5_0107,107,奥さん,おくさん,okusan,kata_benda,umum,(someone else's) wife (hon.),奥さんがあります。,okusan ga arimasu.,Ada (someone else's) wife (hon.).,noun_arimasu,,,/assets/audio/examples/vocab/n5/0107.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0108,N5,vocab_n5_0108,108,お酒,おさけ,osake,kata_benda,umum,"sake, alcohol",お酒があります。,osake ga arimasu.,"Ada sake, alcohol.",noun_arimasu,,,/assets/audio/examples/vocab/n5/0108.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0109,N5,vocab_n5_0109,109,お皿,おさら,osara,kata_benda,umum,"plate, dish",お皿があります。,osara ga arimasu.,"Ada plate, dish.",noun_arimasu,,,/assets/audio/examples/vocab/n5/0109.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0110,N5,vocab_n5_0110,110,伯父; 叔父さん,おじさん,ojisan,kata_benda,keluarga_orang,"uncle, middle-aged laki-laki",伯父がいます。,ojisan ga imasu.,"Ada uncle, middle-aged laki-laki.",noun_imasu,kanji_n5_079,父,/assets/audio/examples/vocab/n5/0110.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0111,N5,vocab_n5_0111,111,おじいさん,おじいさん,ojiisan,kata_benda,keluarga_orang,"grandfather, male senior citizen",おじいさんがいます。,ojiisan ga imasu.,"Ada grandfather, male senior citizen.",noun_imasu,,,/assets/audio/examples/vocab/n5/0111.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0112,N5,vocab_n5_0112,112,教える,おしえる,oshieru,kata_kerja,aksi_kegiatan,"mengajar, inform, instruct",私は教えることができます。,Watashi wa oshieru koto ga dekimasu.,"Saya bisa mengajar, inform, instruct.",verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0112.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0113,N5,vocab_n5_0113,113,押す,おす,osu,kata_kerja,aksi_kegiatan,"push, press, stamp (e.g., passport)",私は押すことができます。,Watashi wa osu koto ga dekimasu.,"Saya bisa push, press, stamp (e.g., passport).",verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0113.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0114,N5,vocab_n5_0114,114,遅い,おそい,osoi,kata_sifat_i,sifat_umum,lambat/terlambat,遅いです。,osoi desu.,lambat/terlambat.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0114.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0115,N5,vocab_n5_0115,115,お茶,おちゃ,ocha,kata_benda,makanan_minuman,(hijau) teh,お茶があります。,ocha ga arimasu.,Ada (hijau) teh.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0115.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0116,N5,vocab_n5_0116,116,お手洗い,おてあらい,otearai,kata_benda,tempat_bangunan,"toilet, restroom, bathroom (lit., place mencuci satu's hands)",お手洗いがあります。,otearai ga arimasu.,"Ada toilet, restroom, bathroom (lit., place mencuci satu's hands).",noun_arimasu,kanji_n5_093,手,/assets/audio/examples/vocab/n5/0116.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0117,N5,vocab_n5_0117,117,お父さん,おとうさん,otousan,kata_benda,keluarga_orang,ayah (formal),お父さんがいます。,otousan ga imasu.,Ada ayah (formal).,noun_imasu,kanji_n5_079,父,/assets/audio/examples/vocab/n5/0117.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0118,N5,vocab_n5_0118,118,弟,おとうと,otouto,kata_benda,keluarga_orang,adik laki-laki,弟がいます。,otouto ga imasu.,Ada adik laki-laki.,noun_imasu,,,/assets/audio/examples/vocab/n5/0118.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0119,N5,vocab_n5_0119,119,男,おとこ,otoko,kata_benda,keluarga_orang,"laki-laki, male",男がいます。,otoko ga imasu.,"Ada laki-laki, male.",noun_imasu,kanji_n5_056,男,/assets/audio/examples/vocab/n5/0119.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0120,N5,vocab_n5_0120,120,男の子,おとこのこ,otokonoko,kata_benda,keluarga_orang,anak laki-laki,男の子がいます。,otokonoko ga imasu.,Ada anak laki-laki.,noun_imasu,kanji_n5_056|kanji_n5_034,男子,/assets/audio/examples/vocab/n5/0120.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0121,N5,vocab_n5_0121,121,一昨日,おととい,ototoi,kata_benda,waktu_tanggal,hari before kemarin,一昨日があります。,ototoi ga arimasu.,Ada hari before kemarin.,noun_arimasu,kanji_n5_002|kanji_n5_001,一日,/assets/audio/examples/vocab/n5/0121.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0122,N5,vocab_n5_0122,122,おととし,おととし,ototoshi,kata_benda,waktu_tanggal,tahun before last,おととしがあります。,ototoshi ga arimasu.,Ada tahun before last.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0122.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0123,N5,vocab_n5_0123,123,大人,おとな,otona,kata_benda,keluarga_orang,adult,大人がいます。,otona ga imasu.,Ada adult.,noun_imasu,kanji_n5_006|kanji_n5_004,大人,/assets/audio/examples/vocab/n5/0123.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0124,N5,vocab_n5_0124,124,お腹,おなか,onaka,kata_benda,umum,stomach,お腹があります。,onaka ga arimasu.,Ada stomach.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0124.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0125,N5,vocab_n5_0125,125,同じ,おなじ,onaji,kata_benda,umum,"same, identical",同じがあります。,onaji ga arimasu.,"Ada same, identical.",noun_arimasu,,,/assets/audio/examples/vocab/n5/0125.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0126,N5,vocab_n5_0126,126,お兄さん,おにいさん,oniisan,kata_benda,keluarga_orang,(someone else's) kakak laki-laki (formal),お兄さんがいます。,oniisan ga imasu.,Ada (someone else's) kakak laki-laki (formal).,noun_imasu,,,/assets/audio/examples/vocab/n5/0126.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0127,N5,vocab_n5_0127,127,お姉さん,おねえさん,oneesan,kata_benda,keluarga_orang,kakak perempuan (formal),お姉さんがいます。,oneesan ga imasu.,Ada kakak perempuan (formal).,noun_imasu,,,/assets/audio/examples/vocab/n5/0127.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0128,N5,vocab_n5_0128,128,伯母さん; 叔母さん,おばさん,obasan,kata_benda,umum,aunt,伯母さんがあります。,obasan ga arimasu.,Ada aunt.,noun_arimasu,kanji_n5_072,母,/assets/audio/examples/vocab/n5/0128.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0129,N5,vocab_n5_0129,129,おばあさん,おばあさん,obaasan,kata_benda,keluarga_orang,"grandmother, female senior-citizen",おばあさんがいます。,obaasan ga imasu.,"Ada grandmother, female senior-citizen.",noun_imasu,,,/assets/audio/examples/vocab/n5/0129.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0130,N5,vocab_n5_0130,130,お風呂,おふろ,ofuro,kata_benda,umum,bath,お風呂があります。,ofuro ga arimasu.,Ada bath.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0130.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0131,N5,vocab_n5_0131,131,お弁当,おべんとう,obentou,kata_benda,makanan_minuman,boxed lunch,お弁当があります。,obentou ga arimasu.,Ada boxed lunch.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0131.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0132,N5,vocab_n5_0132,132,覚える,おぼえる,oboeru,kata_kerja,aksi_kegiatan,mengingat/menghafal,私は覚えることができます。,Watashi wa oboeru koto ga dekimasu.,Saya bisa mengingat/menghafal.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0132.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0133,N5,vocab_n5_0133,133,おまわりさん,おまわりさん,omawarisan,kata_benda,keluarga_orang,policeman (friendly term),おまわりさんがいます。,omawarisan ga imasu.,Ada policeman (friendly term).,noun_imasu,,,/assets/audio/examples/vocab/n5/0133.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0134,N5,vocab_n5_0134,134,重い,おもい,omoi,kata_sifat_i,sifat_keadaan,berat,重いです。,omoi desu.,berat.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0134.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0135,N5,vocab_n5_0135,135,面白い,おもしろい,omoshiroi,kata_sifat_i,sifat_umum,menarik/lucu,面白いです。,omoshiroi desu.,menarik/lucu.,i_adjective_desu,kanji_n5_070,白,/assets/audio/examples/vocab/n5/0135.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0136,N5,vocab_n5_0136,136,泳ぐ,およぐ,oyogu,kata_kerja,aksi_kegiatan,berenang,私は泳ぐことができます。,Watashi wa oyogu koto ga dekimasu.,Saya bisa berenang.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0136.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0137,N5,vocab_n5_0137,137,降りる,おりる,oriru,kata_kerja,aksi_kegiatan,turun,私は降りることができます。,Watashi wa oriru koto ga dekimasu.,Saya bisa turun.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0137.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0138,N5,vocab_n5_0138,138,終る,おわる,owaru,kata_kerja,aksi_kegiatan,selesai,私は終ることができます。,Watashi wa owaru koto ga dekimasu.,Saya bisa selesai.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0138.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0139,N5,vocab_n5_0139,139,音楽,おんがく,ongaku,kata_benda,sekolah_media,musik,音楽があります。,ongaku ga arimasu.,Ada musik.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0139.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0140,N5,vocab_n5_0140,140,女,おんな,onna,kata_benda,keluarga_orang,perempuan,女がいます。,onna ga imasu.,Ada perempuan.,noun_imasu,kanji_n5_045,女,/assets/audio/examples/vocab/n5/0140.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
