id,jlpt_level,set_type,display_order,kanji,kanji_meaning_id,radical_form_used,canonical_radical,radical_id,radical_number,radical_name_hiragana,radical_name_romaji,radical_meaning_id,radical_position_guess,is_variant_form,is_core_80,source_basis,source_url,notes
n5_kanji_radmap_080,N5,core_80_common_n5,80,雨,hujan,雨,雨,rad_kx_173,173,あめ,ame,hujan,whole,false,true,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_081,N5,extended_103_old_n5_candidate,81,安,aman; murah; tenang,宀,宀,rad_kx_040,40,うかんむり,ukanmuri,atap; rumah,kanmuri,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_082,N5,extended_103_old_n5_candidate,82,飲,minum,食,食,rad_kx_184,184,しょく,shoku,makanan; makan,whole_or_left,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_083,N5,extended_103_old_n5_candidate,83,駅,stasiun,馬,馬,rad_kx_187,187,うま,uma,kuda,left_or_whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_084,N5,extended_103_old_n5_candidate,84,花,bunga,艹,艸,rad_kx_140,140,くさ,kusa,rumput; tanaman,kanmuri,true,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_085,N5,extended_103_old_n5_candidate,85,会,bertemu; perkumpulan,人,人,rad_kx_009,9,ひと,hito,orang,unknown_or_dictionary_radical,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_086,N5,extended_103_old_n5_candidate,86,魚,ikan,魚,魚,rad_kx_195,195,うお,uo,ikan,whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_087,N5,extended_103_old_n5_candidate,87,空,langit; kosong,穴,穴,rad_kx_116,116,あな,ana,lubang; gua,kanmuri,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_088,N5,extended_103_old_n5_candidate,88,言,kata; mengatakan,言,言,rad_kx_149,149,げん,gen,kata; ucapan,whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_089,N5,extended_103_old_n5_candidate,89,古,lama; tua,口,口,rad_kx_030,30,くち,kuchi,mulut,whole_or_enclosure_or_right,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_090,N5,extended_103_old_n5_candidate,90,口,mulut,口,口,rad_kx_030,30,くち,kuchi,mulut,whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_091,N5,extended_103_old_n5_candidate,91,耳,telinga,耳,耳,rad_kx_128,128,みみ,mimi,telinga,whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_092,N5,extended_103_old_n5_candidate,92,社,perusahaan; masyarakat; kuil Shinto,礻,示,rad_kx_113,113,しめす,shimesu,altar; tanda; roh,hen,true,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_093,N5,extended_103_old_n5_candidate,93,手,tangan,手,手,rad_kx_064,64,て,te,tangan,whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_094,N5,extended_103_old_n5_candidate,94,週,minggu/pekan,辶,辵,rad_kx_162,162,しんにょう,shinnyou,berjalan; maju,nyou,true,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_095,N5,extended_103_old_n5_candidate,95,少,sedikit,小,小,rad_kx_042,42,しょう,shou,kecil,whole_or_top,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_096,N5,extended_103_old_n5_candidate,96,新,baru,斤,斤,rad_kx_069,69,おのづくり,onozukuri,kapak,unknown_or_dictionary_radical,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_097,N5,extended_103_old_n5_candidate,97,足,kaki; cukup,足,足,rad_kx_157,157,あし,ashi,kaki,whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_098,N5,extended_103_old_n5_candidate,98,多,banyak,夕,夕,rad_kx_036,36,ゆうべ,yuube,sore; malam,unknown_or_dictionary_radical,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_099,N5,extended_103_old_n5_candidate,99,店,toko,广,广,rad_kx_053,53,まだれ,madare,atap miring,tare,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_100,N5,extended_103_old_n5_candidate,100,道,jalan; cara,辶,辵,rad_kx_162,162,しんにょう,shinnyou,berjalan; maju,nyou,true,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_101,N5,extended_103_old_n5_candidate,101,買,membeli,貝,貝,rad_kx_154,154,かい,kai,kerang; harta; kekayaan,unknown_or_dictionary_radical,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_102,N5,extended_103_old_n5_candidate,102,目,mata,目,目,rad_kx_109,109,め,me,mata,whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
n5_kanji_radmap_103,N5,extended_103_old_n5_candidate,103,立,berdiri; mendirikan,立,立,rad_kx_117,117,たつ,tatsu,berdiri,whole,false,false,existing_jlpt_n5_kanji_seed_radical_kanji + Kangxi/KanjiAlive radical master,https://kanjivg.tagaini.net/radicals.html,"Radical assignment can vary by dictionary; use this as app seed, not a single absolute truth."
