id,jlpt_level,set_type,display_order,sentence_jp,sentence_kana,sentence_romaji,meaning_id,meaning_en,difficulty_level,sentence_type,target_vocab_ids,target_vocab_terms,target_grammar_ids,target_grammar_points,target_kanji_ids,target_kanji_chars,tags,recommended_for_flashcard,recommended_for_quiz,audio_path,illustration_path,source_basis,source_url,review_status,notes
ex_n5_0059,N5,grammar_seed_example,59,お名前は何ですか。,,Onamae wa nan desu ka.,Siapa nama Anda?,,3,grammar,,,grm_n5_059,お / ご,kanji_n5_051|kanji_n5_020|kanji_n5_066,名前何,"grammar,politeness,politeness",true,true,/assets/audio/examples/n5/0059.mp3,/assets/illustrations/examples/n5/0059.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0060,N5,grammar_seed_example,60,水を飲みます。,,Mizu o nomimasu.,Saya minum air.,,3,grammar,,,grm_n5_060,を,kanji_n5_054|kanji_n5_082,水飲,"grammar,particle,particles",true,true,/assets/audio/examples/n5/0060.mp3,/assets/illustrations/examples/n5/0060.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0061,N5,grammar_seed_example,61,水をください。,,Mizu o kudasai.,Tolong beri saya air.,,3,grammar,,,grm_n5_061,をください,kanji_n5_054,水,"grammar,request,requests",true,true,/assets/audio/examples/n5/0061.mp3,/assets/illustrations/examples/n5/0061.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0062,N5,grammar_seed_example,62,日本語は難しいです。しかし楽しいです。,,Nihongo wa muzukashii desu. Shikashi tanoshii desu.,Bahasa Jepang sulit. Namun menyenangkan.,,3,grammar,,,grm_n5_062,しかし,kanji_n5_001|kanji_n5_009|kanji_n5_060,日本語,"grammar,connector,connectors",true,true,/assets/audio/examples/n5/0062.mp3,/assets/illustrations/examples/n5/0062.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0063,N5,grammar_seed_example,63,朝ご飯を食べます。それから学校へ行きます。,,Asagohan o tabemasu. Sore kara gakkou e ikimasu.,Saya sarapan. Setelah itu pergi ke sekolah.,,3,grammar,,,grm_n5_063,それから,kanji_n5_064|kanji_n5_031|kanji_n5_059|kanji_n5_015,食学校行,"grammar,connector,sequence",true,true,/assets/audio/examples/n5/0063.mp3,/assets/illustrations/examples/n5/0063.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0064,N5,grammar_seed_example,64,これは安いです。そして便利です。,,Kore wa yasui desu. Soshite benri desu.,Ini murah. Dan praktis.,,3,grammar,,,grm_n5_064,そして,kanji_n5_081,安,"grammar,connector,connectors",true,true,/assets/audio/examples/n5/0064.mp3,/assets/illustrations/examples/n5/0064.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0065,N5,grammar_seed_example,65,食べすぎました。,,Tabesugimashita.,Saya makan terlalu banyak.,,3,grammar,,,grm_n5_065,すぎる,kanji_n5_064,食,"grammar,degree,adjectives_verbs",true,true,/assets/audio/examples/n5/0065.mp3,/assets/illustrations/examples/n5/0065.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0066,N5,grammar_seed_example,66,日本へ行ったことがあります。,,Nihon e itta koto ga arimasu.,Saya pernah pergi ke Jepang.,,3,grammar,,,grm_n5_066,たことがある,kanji_n5_001|kanji_n5_009|kanji_n5_015,日本行,"grammar,experience,past_experience",true,true,/assets/audio/examples/n5/0066.mp3,/assets/illustrations/examples/n5/0066.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0067,N5,grammar_seed_example,67,日本へ行きたいです。,,Nihon e ikitai desu.,Saya ingin pergi ke Jepang.,,3,grammar,,,grm_n5_067,たい,kanji_n5_001|kanji_n5_009|kanji_n5_015,日本行,"grammar,desire,desire",true,true,/assets/audio/examples/n5/0067.mp3,/assets/illustrations/examples/n5/0067.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0068,N5,grammar_seed_example,68,休みの日に本を読んだり映画を見たりします。,,Yasumi no hi ni hon o yondari eiga o mitari shimasu.,"Saat libur saya membaca buku, menonton film, dan semacamnya.",,3,grammar,,,grm_n5_068,たり～たり,kanji_n5_078|kanji_n5_001|kanji_n5_009|kanji_n5_075|kanji_n5_016,休日本読見,"grammar,listing_actions,sequence",true,true,/assets/audio/examples/n5/0068.mp3,/assets/illustrations/examples/n5/0068.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0069,N5,grammar_seed_example,69,ドアが開けてあります。,,Doa ga akete arimasu.,Pintunya sudah dibukakan.,,3,grammar,,,grm_n5_069,てある,,,"grammar,aspect,te_form",true,true,/assets/audio/examples/n5/0069.mp3,/assets/illustrations/examples/n5/0069.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0070,N5,grammar_seed_example,70,今勉強しています。,,Ima benkyou shite imasu.,Saya sedang belajar sekarang.,,3,grammar,,,grm_n5_070,ている,kanji_n5_027,今,"grammar,aspect,te_form",true,true,/assets/audio/examples/n5/0070.mp3,/assets/illustrations/examples/n5/0070.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0071,N5,grammar_seed_example,71,ご飯を食べてから出かけます。,,Gohan o tabete kara dekakemasu.,Saya pergi keluar setelah makan.,,3,grammar,,,grm_n5_071,てから,kanji_n5_064|kanji_n5_012,食出,"grammar,sequence,te_form",true,true,/assets/audio/examples/n5/0071.mp3,/assets/illustrations/examples/n5/0071.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0072,N5,grammar_seed_example,72,名前を書いてください。,,Namae o kaite kudasai.,Tolong tulis nama.,,3,grammar,,,grm_n5_072,てください,kanji_n5_051|kanji_n5_020|kanji_n5_049,名前書,"grammar,request,requests",true,true,/assets/audio/examples/n5/0072.mp3,/assets/illustrations/examples/n5/0072.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0073,N5,grammar_seed_example,73,ここで食べてはいけません。,,Koko de tabete wa ikemasen.,Tidak boleh makan di sini.,,3,grammar,,,grm_n5_073,てはいけない,kanji_n5_064,食,"grammar,prohibition,requests_rules",true,true,/assets/audio/examples/n5/0073.mp3,/assets/illustrations/examples/n5/0073.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0074,N5,grammar_seed_example,74,入ってもいいですか。,,Haitte mo ii desu ka.,Bolehkah saya masuk?,,3,grammar,,,grm_n5_074,てもいいです,kanji_n5_030,入,"grammar,permission,requests_rules",true,true,/assets/audio/examples/n5/0074.mp3,/assets/illustrations/examples/n5/0074.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0075,N5,grammar_seed_example,75,友達と行きます。,,Tomodachi to ikimasu.,Saya pergi dengan teman.,,3,grammar,,,grm_n5_075,と,kanji_n5_076|kanji_n5_015,友行,"grammar,particle,particles",true,true,/assets/audio/examples/n5/0075.mp3,/assets/illustrations/examples/n5/0075.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0076,N5,grammar_seed_example,76,子供のとき、よく泳ぎました。,,"Kodomo no toki, yoku oyogimashita.","Waktu kecil, saya sering berenang.",,4,grammar,,,grm_n5_076,とき,kanji_n5_034,子,"grammar,time,time",true,true,/assets/audio/examples/n5/0076.mp3,/assets/illustrations/examples/n5/0076.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0077,N5,grammar_seed_example,77,とても暑いです。,,Totemo atsui desu.,Sangat panas.,,4,grammar,,,grm_n5_077,とても,,,"grammar,adverb,degree",true,true,/assets/audio/examples/n5/0077.mp3,/assets/illustrations/examples/n5/0077.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0078,N5,grammar_seed_example,78,明日勉強するつもりです。,,Ashita benkyou suru tsumori desu.,Saya berniat belajar besok.,,4,grammar,,,grm_n5_078,つもり,kanji_n5_001,日,"grammar,intention,future_plan",true,true,/assets/audio/examples/n5/0078.mp3,/assets/illustrations/examples/n5/0078.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0079,N5,grammar_seed_example,79,私は学生です。,,Watashi wa gakusei desu.,Saya pelajar.,,4,grammar,,,grm_n5_079,は,kanji_n5_031|kanji_n5_021,学生,"grammar,particle,particles",true,true,/assets/audio/examples/n5/0079.mp3,/assets/illustrations/examples/n5/0079.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0080,N5,grammar_seed_example,80,猫は犬より小さいです。,,Neko wa inu yori chiisai desu.,Kucing lebih kecil daripada anjing.,,4,grammar,,,grm_n5_080,は～より...です,kanji_n5_041,小,"grammar,comparison,comparisons",true,true,/assets/audio/examples/n5/0080.mp3,/assets/illustrations/examples/n5/0080.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0081,N5,grammar_seed_example,81,コーヒーはどうですか。,,Koohii wa dou desu ka.,Bagaimana dengan kopi?,,4,grammar,,,grm_n5_081,はどうですか,,,"grammar,question,questions",true,true,/assets/audio/examples/n5/0081.mp3,/assets/illustrations/examples/n5/0081.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0082,N5,grammar_seed_example,82,パンや卵を買いました。,,Pan ya tamago o kaimashita.,"Saya membeli roti, telur, dan lain-lain.",,4,grammar,,,grm_n5_082,や,kanji_n5_101,買,"grammar,particle,particles",true,true,/assets/audio/examples/n5/0082.mp3,/assets/illustrations/examples/n5/0082.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0083,N5,grammar_seed_example,83,これはおいしいですよ。,,Kore wa oishii desu yo.,Ini enak lho.,,4,grammar,,,grm_n5_083,よ,,,"grammar,sentence_ending,sentence_ending",true,true,/assets/audio/examples/n5/0083.mp3,/assets/illustrations/examples/n5/0083.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0084,N5,grammar_seed_example,84,犬より猫のほうが好きです。,,Inu yori neko no hou ga suki desu.,Saya lebih suka kucing daripada anjing.,,4,grammar,,,grm_n5_084,より～ほうが,,,"grammar,comparison,comparisons",true,true,/assets/audio/examples/n5/0084.mp3,/assets/illustrations/examples/n5/0084.svg,derived_from_local_jlpt_n5_grammar_seed,https://jlptsensei.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0085,N5,grammar_seed_example,85,三十分くらい待ちました。,,Sanjuppun kurai machimashita.,Saya menunggu sekitar tiga puluh menit.,,4,grammar,,,grm_n5_085,くらい・ぐらい,kanji_n5_013|kanji_n5_007|kanji_n5_018,三十分,"grammar,approximation,numbers_time",true,true,/assets/audio/examples/n5/0085.mp3,/assets/illustrations/examples/n5/0085.svg,derived_from_local_jlpt_n5_grammar_seed,https://japanesetest4you.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0086,N5,grammar_seed_example,86,ここで走るな。,,Koko de hashiru na.,Jangan berlari di sini.,,4,grammar,,,grm_n5_086,な,,,"grammar,prohibition,requests_rules",true,true,/assets/audio/examples/n5/0086.mp3,/assets/illustrations/examples/n5/0086.svg,derived_from_local_jlpt_n5_grammar_seed,https://japanesetest4you.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0087,N5,grammar_seed_example,87,昼ご飯を食べた後で行きます。,,Hirugohan o tabeta ato de ikimasu.,Saya pergi setelah makan siang.,,4,grammar,,,grm_n5_087,た後で,kanji_n5_064|kanji_n5_019|kanji_n5_015,食後行,"grammar,sequence,time_sequence",true,true,/assets/audio/examples/n5/0087.mp3,/assets/illustrations/examples/n5/0087.svg,derived_from_local_jlpt_n5_grammar_seed,https://japanesetest4you.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0088,N5,grammar_seed_example,88,五時までに来てください。,,Go-ji made ni kite kudasai.,Tolong datang paling lambat jam lima.,,4,grammar,,,grm_n5_088,までに,kanji_n5_022|kanji_n5_014|kanji_n5_039,五時来,"grammar,deadline,time",true,true,/assets/audio/examples/n5/0088.mp3,/assets/illustrations/examples/n5/0088.svg,derived_from_local_jlpt_n5_grammar_seed,https://japanesetest4you.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0089,N5,grammar_seed_example,89,毎日日本語を勉強する。,,Mainichi nihongo o benkyou suru.,Saya belajar bahasa Jepang setiap hari.,,4,grammar,,,grm_n5_089,V辞書形,kanji_n5_069|kanji_n5_001|kanji_n5_009|kanji_n5_060,毎日本語,"grammar,verb_form,verb_conjugation",true,true,/assets/audio/examples/n5/0089.mp3,/assets/illustrations/examples/n5/0089.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0090,N5,grammar_seed_example,90,毎日日本語を勉強します。,,Mainichi nihongo o benkyou shimasu.,Saya belajar bahasa Jepang setiap hari.,,4,grammar,,,grm_n5_090,Vます形,kanji_n5_069|kanji_n5_001|kanji_n5_009|kanji_n5_060,毎日本語,"grammar,verb_form,verb_conjugation",true,true,/assets/audio/examples/n5/0090.mp3,/assets/illustrations/examples/n5/0090.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0091,N5,grammar_seed_example,91,今日は勉強しません。,,Kyou wa benkyou shimasen.,Hari ini saya tidak belajar.,,4,grammar,,,grm_n5_091,Vません,kanji_n5_027|kanji_n5_001,今日,"grammar,verb_form,verb_conjugation",true,true,/assets/audio/examples/n5/0091.mp3,/assets/illustrations/examples/n5/0091.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0092,N5,grammar_seed_example,92,昨日映画を見ました。,,Kinou eiga o mimashita.,Kemarin saya menonton film.,,4,grammar,,,grm_n5_092,Vました,kanji_n5_001|kanji_n5_016,日見,"grammar,verb_form,verb_conjugation",true,true,/assets/audio/examples/n5/0092.mp3,/assets/illustrations/examples/n5/0092.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0093,N5,grammar_seed_example,93,昨日学校へ行きませんでした。,,Kinou gakkou e ikimasen deshita.,Kemarin saya tidak pergi ke sekolah.,,4,grammar,,,grm_n5_093,Vませんでした,kanji_n5_001|kanji_n5_031|kanji_n5_059|kanji_n5_015,日学校行,"grammar,verb_form,verb_conjugation",true,true,/assets/audio/examples/n5/0093.mp3,/assets/illustrations/examples/n5/0093.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0094,N5,grammar_seed_example,94,今日は肉を食べない。,,Kyou wa niku o tabenai.,Hari ini saya tidak makan daging.,,4,grammar,,,grm_n5_094,Vない形,kanji_n5_027|kanji_n5_001|kanji_n5_064,今日食,"grammar,verb_form,verb_conjugation",true,true,/assets/audio/examples/n5/0094.mp3,/assets/illustrations/examples/n5/0094.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0095,N5,grammar_seed_example,95,昨日すしを食べた。,,Kinou sushi o tabeta.,Kemarin saya makan sushi.,,4,grammar,,,grm_n5_095,Vた形,kanji_n5_001|kanji_n5_064,日食,"grammar,verb_form,verb_conjugation",true,true,/assets/audio/examples/n5/0095.mp3,/assets/illustrations/examples/n5/0095.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0096,N5,grammar_seed_example,96,名前を書いてください。,,Namae o kaite kudasai.,Tolong tulis nama.,,4,grammar,,,grm_n5_096,Vて形,kanji_n5_051|kanji_n5_020|kanji_n5_049,名前書,"grammar,verb_form,verb_conjugation",true,true,/assets/audio/examples/n5/0096.mp3,/assets/illustrations/examples/n5/0096.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0097,N5,grammar_seed_example,97,朝起きて、顔を洗います。,,"Asa okite, kao o araimasu.","Pagi bangun, lalu mencuci muka.",,4,grammar,,,grm_n5_097,Vて、B,,,"grammar,sequence,te_form",true,true,/assets/audio/examples/n5/0097.mp3,/assets/illustrations/examples/n5/0097.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0098,N5,grammar_seed_example,98,この本は高くないです。,,Kono hon wa takakunai desu.,Buku ini tidak mahal.,,4,grammar,,,grm_n5_098,い-adj くない,kanji_n5_009|kanji_n5_032,本高,"grammar,adjective_form,adjectives",true,true,/assets/audio/examples/n5/0098.mp3,/assets/illustrations/examples/n5/0098.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0099,N5,grammar_seed_example,99,昨日は暑かったです。,,Kinou wa atsukatta desu.,Kemarin panas.,,4,grammar,,,grm_n5_099,い-adj かった,kanji_n5_001,日,"grammar,adjective_form,adjectives",true,true,/assets/audio/examples/n5/0099.mp3,/assets/illustrations/examples/n5/0099.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0100,N5,grammar_seed_example,100,昨日は寒くなかったです。,,Kinou wa samukunakatta desu.,Kemarin tidak dingin.,,4,grammar,,,grm_n5_100,い-adj くなかった,kanji_n5_001,日,"grammar,adjective_form,adjectives",true,true,/assets/audio/examples/n5/0100.mp3,/assets/illustrations/examples/n5/0100.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0101,N5,grammar_seed_example,101,この部屋は静かじゃないです。,,Kono heya wa shizuka janai desu.,Kamar ini tidak tenang.,,5,grammar,,,grm_n5_101,な-adj じゃない,,,"grammar,adjective_form,adjectives",true,true,/assets/audio/examples/n5/0101.mp3,/assets/illustrations/examples/n5/0101.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0102,N5,grammar_seed_example,102,昨日の町は静かでした。,,Kinou no machi wa shizuka deshita.,Kota kemarin tenang.,,5,grammar,,,grm_n5_102,な-adj だった・でした,kanji_n5_001,日,"grammar,adjective_form,adjectives",true,true,/assets/audio/examples/n5/0102.mp3,/assets/illustrations/examples/n5/0102.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0103,N5,grammar_seed_example,103,その店は便利じゃなかったです。,,Sono mise wa benri janakatta desu.,Toko itu tidak praktis dulu.,,5,grammar,,,grm_n5_103,な-adj じゃなかった,kanji_n5_099,店,"grammar,adjective_form,adjectives",true,true,/assets/audio/examples/n5/0103.mp3,/assets/illustrations/examples/n5/0103.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0104,N5,grammar_seed_example,104,昨日は休みでした。,,Kinou wa yasumi deshita.,Kemarin hari libur.,,5,grammar,,,grm_n5_104,N でした・だった,kanji_n5_001|kanji_n5_078,日休,"grammar,copula_form,basic_sentence",true,true,/assets/audio/examples/n5/0104.mp3,/assets/illustrations/examples/n5/0104.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0105,N5,grammar_seed_example,105,昨日は休みではありませんでした。,,Kinou wa yasumi dewa arimasen deshita.,Kemarin bukan hari libur.,,5,grammar,,,grm_n5_105,N ではありませんでした,kanji_n5_001|kanji_n5_078,日休,"grammar,copula_form,basic_sentence",true,true,/assets/audio/examples/n5/0105.mp3,/assets/illustrations/examples/n5/0105.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0106,N5,grammar_seed_example,106,何か食べたいです。,,Nanika tabetai desu.,Saya ingin makan sesuatu.,,5,grammar,,,grm_n5_106,何か・誰か・どこか,kanji_n5_066|kanji_n5_064,何食,"grammar,indefinite,questions",true,true,/assets/audio/examples/n5/0106.mp3,/assets/illustrations/examples/n5/0106.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0107,N5,grammar_seed_example,107,何も食べません。,,Nani mo tabemasen.,Saya tidak makan apa pun.,,5,grammar,,,grm_n5_107,何も・誰も + negative,kanji_n5_066|kanji_n5_064,何食,"grammar,negative_indefinite,questions",true,false,/assets/audio/examples/n5/0107.mp3,/assets/illustrations/examples/n5/0107.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0108,N5,grammar_seed_example,108,九時から五時まで働きます。,,Ku-ji kara go-ji made hatarakimasu.,Saya bekerja dari jam sembilan sampai jam lima.,,5,grammar,,,grm_n5_108,から～まで,kanji_n5_029|kanji_n5_014|kanji_n5_022,九時五,"grammar,range,time_place",true,false,/assets/audio/examples/n5/0108.mp3,/assets/illustrations/examples/n5/0108.svg,derived_from_local_jlpt_n5_grammar_seed,https://japanesetest4you.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0109,N5,grammar_seed_example,109,この本は新しいです。,,Kono hon wa atarashii desu.,Buku ini baru.,,5,grammar,,,grm_n5_109,この・その・あの・どの,kanji_n5_009|kanji_n5_096,本新,"grammar,demonstrative,demonstratives",true,false,/assets/audio/examples/n5/0109.mp3,/assets/illustrations/examples/n5/0109.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0110,N5,grammar_seed_example,110,これは私の本です。,,Kore wa watashi no hon desu.,Ini buku saya.,,5,grammar,,,grm_n5_110,これ・それ・あれ・どれ,kanji_n5_009,本,"grammar,demonstrative,demonstratives",true,false,/assets/audio/examples/n5/0110.mp3,/assets/illustrations/examples/n5/0110.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0111,N5,grammar_seed_example,111,ここは学校です。,,Koko wa gakkou desu.,Di sini sekolah.,,5,grammar,,,grm_n5_111,ここ・そこ・あそこ・どこ,kanji_n5_031|kanji_n5_059,学校,"grammar,demonstrative_place,demonstratives",true,false,/assets/audio/examples/n5/0111.mp3,/assets/illustrations/examples/n5/0111.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0112,N5,grammar_seed_example,112,こちらは田中さんです。,,Kochira wa Tanaka-san desu.,Ini adalah Tanaka-san.,,5,grammar,,,grm_n5_112,こちら・そちら・あちら・どちら,kanji_n5_010,中,"grammar,demonstrative_polite,demonstratives",true,false,/assets/audio/examples/n5/0112.mp3,/assets/illustrations/examples/n5/0112.svg,derived_from_local_jlpt_n5_grammar_seed,https://bunpro.jp/decks/nn10ai/Bunpro-N5-Grammar,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
ex_n5_0113,N5,grammar_seed_example,113,日本語を読むことができます。,,Nihongo o yomu koto ga dekimasu.,Saya bisa membaca bahasa Jepang.,,5,grammar,,,grm_n5_113,Vことができる,kanji_n5_001|kanji_n5_009|kanji_n5_060|kanji_n5_075,日本語読,"grammar,ability,ability",true,false,/assets/audio/examples/n5/0113.mp3,/assets/illustrations/examples/n5/0113.svg,derived_from_local_jlpt_n5_grammar_seed,https://japanesetest4you.com/jlpt-n5-grammar-list/,curated_seed_reviewed_lightly,Imported from grammar seed example fields.
