id,jlpt_level,display_order,expression,primary_expression,reading,romaji,script_type,part_of_speech_id,part_of_speech,semantic_category,meaning_id,meaning_en,tags_original,is_common,is_official_jlpt_list,source_basis,source_url,audio_path,example_sentence_jp,example_sentence_id,notes,example_sentence_romaji,example_sentence_review_status,example_sentence_source
vocab_n5_0070,N5,70,入口,入口,いりぐち,iriguchi,kanji_kana,kata_benda,kata benda,tempat_bangunan,pintu masuk,entrance,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/iriguchi.mp3,映画が好きです。,Saya suka film.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Eiga ga suki desu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0071,N5,71,居る,居る,いる,iru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,ada (makhluk hidup),"(humble) to be (animate), to exist",JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/iru.mp3,私は居ることができます。,Saya bisa ada (makhluk hidup).,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa iru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0072,N5,72,要る,要る,いる,iru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,membutuhkan,to need,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/iru.mp3,私は要ることができます。,Saya bisa membutuhkan.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa iru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0073,N5,73,入れる,入れる,いれる,ireru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,memasukkan,to put in,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ireru.mp3,私は入れることができます。,Saya bisa memasukkan.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa ireru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0074,N5,74,色,色,いろ,iro,kanji_kana,kata_benda,kata benda,warna_bentuk,warna,color,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/iro.mp3,延長します。,Saya memperpanjang.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Enchou shimasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0075,N5,75,色々,色々,いろいろ,iroiro,kanji_kana,kata_sifat_na,kata sifat-na,sifat_umum,bermacam-macam,various,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/iroiro.mp3,一つください。,Tolong berikan satu.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Hitotsu kudasai.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0076,N5,76,上,上,うえ,ue,kanji_kana,kata_benda,kata benda,arah_lokasi,atas,"above (up, top, etc.), over, on top of",JLPT JLPT_2 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ue.mp3,二つ、三つ、四つ,"Dua, tiga, empat",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,"Futatsu, mittsu, yottsu",human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0077,N5,77,後ろ,後ろ,うしろ,ushiro,kanji_kana,kata_benda,kata benda,arah_lokasi,belakang,"back, behind, rear",JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ushiro.mp3,五つ、六つ、七つ,"Lima, enam, tujuh",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,"Itsutsu, muttsu, nanatsu",human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0078,N5,78,薄い,薄い,うすい,usui,kanji_kana,kata_sifat_i,kata sifat-i,sifat_keadaan,"tipis, lemah","thin, weak",JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/usui.mp3,八つ、九つ、十,"Delapan, sembilan, sepuluh",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,"Yattsu, kokonotsu, juu",auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0079,N5,79,歌,歌,うた,uta,kanji_kana,kata_benda,kata benda,sekolah_media,lagu,a song,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/uta.mp3,応用します。,Saya menerapkan.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Ouyou shimasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0080,N5,80,歌う,歌う,うたう,utau,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,bernyanyi,to sing,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/utau.mp3,私は歌うことができます。,Saya bisa bernyanyi.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa utau koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0081,N5,81,うち,うち,うち,uchi,hiragana,kata_benda,kata benda,tempat_bangunan,"rumah, tempat saya",home; house; my place,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/uchi.mp3,質問があります。,Ada pertanyaan.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Shitsumon ga arimasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0082,N5,82,生まれる,生まれる,うまれる,umareru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,lahir,to be born,JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/umareru.mp3,子供が生まれました。,Anak lahir.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kodomo ga umaremashita.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0083,N5,83,海,海,うみ,umi,kanji_kana,kata_benda,kata benda,alam_cuaca,laut,"sea, beach",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/umi.mp3,質問します。,Saya bertanya.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Shitsumon shimasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0084,N5,84,売る,売る,うる,uru,kanji_kana,kata_kerja,kata kerja,uang_belanja,menjual,to sell (v.t.),Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/uru.mp3,車を売ります。,Saya menjual mobil.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kuruma o urimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0085,N5,85,うるさい,うるさい,うるさい,urusai,hiragana,kata_sifat_i,kata sifat-i,sifat_umum,berisik,noisy; annoying,Genki Genki_Ln.22 JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/urusai.mp3,帽子をかぶります。,Saya memakai topi.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Boushi o kaburimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0086,N5,86,上着,上着,うわぎ,uwagi,kanji_kana,kata_benda,kata benda,pakaian_aksesoris,"jaket, mantel","coat, jacket",JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/uwagi.mp3,外は暖かいです。,Di luar hangat.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Soto wa atatakai desu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0087,N5,87,絵,絵,え,e,kanji_kana,kata_benda,kata benda,umum,"lukisan, gambar",a painting; a picture; a drawing,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/e.mp3,大學で勉強します。,Saya belajar di universitas.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Daigaku de benkyou shimasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0088,N5,88,映画,映画,えいが,eiga,kanji_kana,kata_benda,kata benda,umum,film,"movie, film",Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/eiga.mp3,泳ぐのが好きです。,Saya suka berenang.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Oyogu no ga suki desu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0089,N5,89,映画館,映画館,えいがかん,eigakan,kanji_kana,kata_benda,kata benda,umum,bioskop,"movie theater, cinema",Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/eigakan.mp3,大學生は若いです。,Mahasiswa itu muda.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Daigakusei wa wakai desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0090,N5,90,英語,英語,えいご,eigo,kanji_kana,kata_benda,kata benda,sekolah_media,bahasa Inggris,English (language),Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/eigo.mp3,音が大きいです。,Suaranya keras.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Oto ga ookii desu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0091,N5,91,ええ,ええ,ええ,ee,hiragana,ekspresi,ekspresi/salam,salam_ekspresi,ya,yes,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ee.mp3,ええ、そうです。,"Ya, benar begitu.",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,"Ee, soudesu.",auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0092,N5,92,駅,駅,えき,eki,kanji_kana,kata_benda,kata benda,tempat_bangunan,stasiun,station,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/eki.mp3,駅まで歩いて行きます。,Saya berjalan kaki ke stasiun.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Eki made aruite ikimasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0093,N5,93,エレベーター,エレベーター,エレベーター,erebeetaa,katakana,kata_benda,kata benda,umum,lift,elevator,JLPT JLPT_2 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/erebeetaa.mp3,エレベーターに乗ります。,Saya naik elevator.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Erebettaa ni norimasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0094,N5,94,～円,～円,～えん,~en,kanji_kana,penghitung,kata penghitung,angka_counter,yen,Yen,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/en.mp3,五百円,Lima ratus yen,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Go-hyaku en,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0095,N5,95,鉛筆,鉛筆,えんぴつ,enpitsu,kanji_kana,kata_benda,kata benda,rumah_benda,pensil,pencil,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/enpitsu.mp3,黃色い,Kuning,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kiiroi,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0096,N5,96,お～,お～,お～,o~,hiragana,prefiks_sufiks,prefiks/sufiks,fungsi_bahasa,~ yang terhormat (sapaan sopan),honorable ~ (honorific),JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/o.mp3,この果物は黃色です。,Buah ini berwarna kuning.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kono kudamono wa kiiro desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0097,N5,97,美味しい,美味しい,おいしい,oishii,kanji_kana,kata_sifat_i,kata sifat-i,sifat_umum,enak,"delicious, tasty",JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/oishii.mp3,牛肉が美味しいです。,Daging sapi enak.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Gyuuniku ga oishii desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0098,N5,98,多い,多い,おおい,ooi,kanji_kana,kata_sifat_i,kata sifat-i,sifat_umum,banyak,many; there are a lot,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ooi.mp3,綠色い,Hijau,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Midoriiroi,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0099,N5,99,大きい,大きい,おおきい,ookii,kanji_kana,kata_sifat_i,kata sifat-i,warna_bentuk,besar,"big, large",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ookii.mp3,この葉は綠色です。,Daun ini berwarna hijau.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kono ha wa midori desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0100,N5,100,大きな,大きな,おおきな,ookina,kanji_kana,kata_benda,kata benda,umum,besar,big,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ookina.mp3,大きな犬がいます。,Ada anjing besar.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Okina inu ga imasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0101,N5,101,大勢,大勢,おおぜい,oozei,kanji_kana,kata_benda,kata benda,umum,banyak orang,great number of people,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/oozei.mp3,この犬は茶色です。,Anjing ini coklat.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kono inu wa chairo desu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0102,N5,102,お母さん,お母さん,おかあさん,okaasan,kanji_kana,kata_benda,kata benda,keluarga_orang,ibu (formal),mother (formal),Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/okaasan.mp3,お母さんは入院しました。,Ibu masuk rumah sakit.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Okaasan wa nyuuin shimashita.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0103,N5,103,お菓子,お菓子,おかし,okashi,kanji_kana,kata_benda,kata benda,umum,"kue, permen, camilan","confections, sweets, snack",Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/okashi.mp3,兄弟は何人ですか。,Ada berapa saudara?,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kyoudai wa nan-nin desu ka?,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0104,N5,104,お金,お金,おかね,okane,kanji_kana,kata_benda,kata benda,uang_belanja,uang,money,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/okane.mp3,お金がありません。,Saya tidak punya uang.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Okane ga arimasen.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
