id,jlpt_level,display_order,expression,primary_expression,reading,romaji,script_type,part_of_speech_id,part_of_speech,semantic_category,meaning_id,meaning_en,tags_original,is_common,is_official_jlpt_list,source_basis,source_url,audio_path,example_sentence_jp,example_sentence_id,notes
vocab_n5_0144,N5,144,外国,外国,がいこく,gaikoku,kanji_kana,kata_benda,kata benda,tempat_bangunan,negara asing,foreign country; abroad,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/gaikoku.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0145,N5,145,外国人,外国人,がいこくじん,gaikokujin,kanji_kana,kata_benda,kata benda,keluarga_orang,orang asing,foreigner,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/gaikokujin.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0146,N5,146,会社,会社,かいしゃ,kaisha,kanji_kana,kata_benda,kata benda,tempat_bangunan,perusahaan,"company, corporation",Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaisha.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0147,N5,147,階段,階段,かいだん,kaidan,kanji_kana,kata_benda,kata benda,umum,tangga,stairs,JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaidan.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0148,N5,148,買い物,買い物,かいもの,kaimono,kanji_kana,kata_benda,kata benda,tempat_bangunan,belanja,shopping,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaimono.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0149,N5,149,買う,買う,かう,kau,kanji_kana,kata_kerja,kata kerja,uang_belanja,membeli,to buy,JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kau.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0150,N5,150,返す,返す,かえす,kaesu,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,mengembalikan,to return something,JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaesu.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0151,N5,151,帰る,帰る,かえる,kaeru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,pulang,"to go back, to go home, to return",Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaeru.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0152,N5,152,顔,顔,かお,kao,kanji_kana,kata_benda,kata benda,umum,wajah,face (body part),Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kao.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0153,N5,153,かかる,かかる,かかる,kakaru,hiragana,kata_benda,kata benda,waktu_tanggal,"it takes (amount of waktu, money)","it takes (amount of time, money) (v.i.)",Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kakaru.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0154,N5,154,鍵,鍵,かぎ,kagi,kanji_kana,kata_benda,kata benda,rumah_benda,kunci,a lock; a key,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kagi.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0155,N5,155,書く,書く,かく,kaku,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,menulis,to write,JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaku.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0156,N5,156,学生,学生,がくせい,gakusei,kanji_kana,kata_benda,kata benda,sekolah_pendidikan,pelajar/mahasiswa,student,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/gakusei.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0157,N5,157,～か月,～か月,～かげつ,~kagetsu,kanji_kana,prefiks_sufiks,prefiks/sufiks,fungsi_bahasa,(number of) months,(number of) months,JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kagetsu.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0158,N5,158,掛ける,掛ける,かける,kakeru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,"meletakkan on (e.g., glasses), hang (e.g., on wall)","to put on (e.g., glasses); to hang (e.g., on a wall)",JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kakeru.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0159,N5,159,かける,かける,かける,kakeru,hiragana,kata_kerja,kata kerja,aksi_kegiatan,"dial/memanggil (e.g., phone), duduk down","to dial/call (e.g., phone); to sit down",Genki Genki_Ln.19 JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kakeru.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0160,N5,160,傘,傘,かさ,kasa,kanji_kana,kata_benda,kata benda,rumah_benda,payung,"umbrella, parasol",Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kasa.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0161,N5,161,貸す,貸す,かす,kasu,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,meminjamkan,to lend,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kasu.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0162,N5,162,風,風,かぜ,kaze,kanji_kana,kata_benda,kata benda,alam_cuaca,angin,"wind, breeze",Genki Genki_Ln.22 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaze.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0163,N5,163,風邪,風邪,かぜ,kaze,kanji_kana,kata_benda,kata benda,umum,masuk angin/flu,"cold, flu",Genki Genki_Ln.12 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaze.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0164,N5,164,方,方,かた,kata,kanji_kana,kata_benda,kata benda,umum,orang/cara (sopan),-- honorific form for 人 (ひと) --; way of doing,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kata.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0165,N5,165,家族,家族,かぞく,kazoku,kanji_kana,kata_benda,kata benda,keluarga_orang,keluarga,"family, members of a family",Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kazoku.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0166,N5,166,片仮名,片仮名,かたかな,katakana,kanji_kana,kata_benda,kata benda,umum,katakana,katakana,JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/katakana.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0167,N5,167,～月,～月,～がつ,~gatsu,kanji_kana,prefiks_sufiks,prefiks/sufiks,fungsi_bahasa,bulan of tahun,month of year,JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/gatsu.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0168,N5,168,学校,学校,がっこう,gakkou,kanji_kana,kata_benda,kata benda,tempat_bangunan,sekolah,a school,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/gakkou.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0169,N5,169,カップ,カップ,カップ,kappu,katakana,kata_benda,kata benda,rumah_benda,cangkir,cup,JLPT JLPT_1 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kappu.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0170,N5,170,家庭,家庭,かてい,katei,kanji_kana,kata_benda,kata benda,keluarga_orang,"rumah, family",home; family,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/katei.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0171,N5,171,角,角,かど,kado,kanji_kana,kata_benda,kata benda,umum,sudut,"corner (e.g., desk, pavement)",Genki Genki_Ln.20 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kado.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0172,N5,172,かばん,かばん,かばん,kaban,hiragana,kata_benda,kata benda,umum,tas,"bag, basket",Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaban.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0173,N5,173,花瓶,花瓶,かびん,kabin,kanji_kana,kata_benda,kata benda,rumah_benda,vas bunga,(flower) vase,JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kabin.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0174,N5,174,かぶる,かぶる,かぶる,kaburu,hiragana,kata_kerja,kata kerja,aksi_kegiatan,"memakai, meletakkan on (e.g., hat on kepala)","to wear, to put on (e.g., a hat on the head)",Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kaburu.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0175,N5,175,紙,紙,かみ,kami,kanji_kana,kata_benda,kata benda,rumah_benda,kertas,paper,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kami.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0176,N5,176,カメラ,カメラ,カメラ,kamera,katakana,kata_benda,kata benda,rumah_benda,kamera,camera,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kamera.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0177,N5,177,火曜日,火曜日,かようび,kayoubi,kanji_kana,kata_benda,kata benda,waktu_tanggal,Selasa,Tuesday,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kayoubi.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0178,N5,178,辛い,辛い,からい,karai,kanji_kana,kata_sifat_i,kata sifat-i,sifat_keadaan,pedas,hot and spicy; salty,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/karai.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0179,N5,179,体,体,からだ,karada,kanji_kana,kata_benda,kata benda,tubuh_kesehatan,tubuh,body; health,Genki Genki_Ln.23 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/karada.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0180,N5,180,借りる,借りる,かりる,kariru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,meminjam,"to borrow, to owe",JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kariru.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0181,N5,181,～がる,～がる,～がる,~garu,hiragana,prefiks_sufiks,prefiks/sufiks,fungsi_bahasa,feel,feel,JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/garu.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0182,N5,182,軽い,軽い,かるい,karui,kanji_kana,kata_sifat_i,kata sifat-i,sifat_keadaan,ringan,"light, non-serious, minor",JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/karui.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0183,N5,183,カレー,カレー,カレー,karee,katakana,kata_benda,kata benda,makanan_minuman,curry (abbr. for curry and nasi),curry (abbr. for curry and rice),Genki Genki_Ln.13 JLPT JLPT_1 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/karee.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0184,N5,184,カレンダー,カレンダー,カレンダー,karendaa,katakana,kata_benda,kata benda,umum,calendar,calendar,JLPT JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/karendaa.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
vocab_n5_0185,N5,185,川; 河,川,かわ,kawa,kanji_kana,kata_benda,kata benda,alam_cuaca,sungai,river,JLPT JLPT_3 JLPT_5 JLPT_N5,true,false,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/kawa.mp3,,,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.
