id,jlpt_level,set_type,display_order,rule_family,form_key,form_name_id,meaning_id,source_form,verb_group,applies_to_ending,match_condition,operation,stem_change,append_text,result_formula_id,example_verb,example_reading,example_romaji,example_result,example_result_romaji,example_meaning_id,polarity,tense,politeness,used_by_grammar_points,is_core_n5,recommended_for_quiz,priority,source_url,notes
vcr_n5_058,N5,core_n5_conjugation,58,te_ta_conversion,ta_form,た form,bentuk plain lampau afirmatif.,dictionary,godan,む|ぶ|ぬ,verb_group == godan AND ending matches む|ぶ|ぬ,replace_last_kana_append,む/ぶ/ぬ->ん,だ,dictionary -> ta_form,読む,よむ,yomu,読んだ,yonda,Bentuk lampau plain.,affirmative,past,plain,た|たほうがいい,true,true,1,https://www.mlcjapanese.co.jp/n5_06_01.html,Pattern mirip て form: て/で menjadi た/だ.
vcr_n5_059,N5,core_n5_conjugation,59,te_ta_conversion,ta_form,た form,bentuk plain lampau afirmatif.,dictionary,godan,く,verb_group == godan AND ending matches く,replace_last_kana_append,く->い,た,dictionary -> ta_form,書く,かく,kaku,書いた,kaita,Bentuk lampau plain.,affirmative,past,plain,た|たほうがいい,true,true,1,https://www.mlcjapanese.co.jp/n5_06_01.html,Pattern mirip て form: て/で menjadi た/だ.
vcr_n5_060,N5,core_n5_conjugation,60,te_ta_conversion,ta_form,た form,bentuk plain lampau afirmatif.,dictionary,godan_exception,行く,verb_group == godan_exception AND ending matches 行く,replace_whole_word,行く->行っ,た,dictionary -> ta_form,行く,いく,iku,行った,itta,Bentuk lampau plain.,affirmative,past,plain,た|たほうがいい,true,true,1,https://www.mlcjapanese.co.jp/n5_06_01.html,Pattern mirip て form: て/で menjadi た/だ.
vcr_n5_061,N5,core_n5_conjugation,61,te_ta_conversion,ta_form,た form,bentuk plain lampau afirmatif.,dictionary,godan,ぐ,verb_group == godan AND ending matches ぐ,replace_last_kana_append,ぐ->い,だ,dictionary -> ta_form,泳ぐ,およぐ,oyogu,泳いだ,oyoida,Bentuk lampau plain.,affirmative,past,plain,た|たほうがいい,true,true,1,https://www.mlcjapanese.co.jp/n5_06_01.html,Pattern mirip て form: て/で menjadi た/だ.
vcr_n5_062,N5,core_n5_conjugation,62,te_ta_conversion,ta_form,た form,bentuk plain lampau afirmatif.,dictionary,godan,す,verb_group == godan AND ending matches す,replace_last_kana_append,す->し,た,dictionary -> ta_form,話す,はなす,hanasu,話した,hanashita,Bentuk lampau plain.,affirmative,past,plain,た|たほうがいい,true,true,1,https://www.mlcjapanese.co.jp/n5_06_01.html,Pattern mirip て form: て/で menjadi た/だ.
vcr_n5_063,N5,core_n5_conjugation,63,te_ta_conversion,ta_form,た form,bentuk plain lampau afirmatif.,dictionary,irregular_suru,する,verb_group == irregular_suru AND ending matches する,replace_whole_word,する->し,た,dictionary -> ta_form,する,する,suru,した,shita,Bentuk lampau plain.,affirmative,past,plain,た|たほうがいい,true,true,1,https://www.mlcjapanese.co.jp/n5_06_01.html,Pattern mirip て form: て/で menjadi た/だ.
vcr_n5_064,N5,core_n5_conjugation,64,te_ta_conversion,ta_form,た form,bentuk plain lampau afirmatif.,dictionary,irregular_kuru,来る|くる,verb_group == irregular_kuru AND ending matches 来る|くる,replace_whole_word,来る->来(き),た,dictionary -> ta_form,来る,くる,kuru,来た,kita,Bentuk lampau plain.,affirmative,past,plain,た|たほうがいい,true,true,1,https://www.mlcjapanese.co.jp/n5_06_01.html,Pattern mirip て form: て/で menjadi た/だ.
vcr_n5_065,N5,core_n5_pattern,65,n5_grammar_pattern,te_kudasai_form,てください,tolong lakukan,te_form,any,any,te_form exists,append_suffix,,ください,te_form + ください,読む,よむ,yomu,読んでください,yonde kudasai,Membaca.,positive_request,non_past,polite,てください,true,true,2,https://jlptsensei.com/learn-japanese-grammar/%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84-te-kudasai-meaning/,Request sopan.
vcr_n5_066,N5,core_n5_pattern,66,n5_grammar_pattern,te_imasu_form,ています,sedang melakukan / keadaan hasil,te_form,any,any,te_form exists,append_suffix,,います,te_form + います,読む,よむ,yomu,読んでいます,yonde imasu,Membaca.,affirmative,progressive_or_result_state,polite,ています,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,N5 basic progressive.
vcr_n5_067,N5,core_n5_pattern,67,n5_grammar_pattern,te_imashita_form,ていました,sedang melakukan di masa lampau,te_form,any,any,te_form exists,append_suffix,,いました,te_form + いました,読む,よむ,yomu,読んでいました,yonde imashita,Membaca.,affirmative,past_progressive,polite,ていました,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Derived dari ています.
vcr_n5_068,N5,core_n5_pattern,68,n5_grammar_pattern,te_mo_ii_form,てもいいです,boleh melakukan,te_form,any,any,te_form exists,append_suffix,,もいいです,te_form + もいいです,読む,よむ,yomu,読んでもいいです,yonde mo ii desu,Membaca.,permission,non_past,polite,てもいいです,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Izin.
vcr_n5_069,N5,core_n5_pattern,69,n5_grammar_pattern,te_wa_ikemasen_form,てはいけません,tidak boleh melakukan,te_form,any,any,te_form exists,append_suffix,,はいけません,te_form + はいけません,読む,よむ,yomu,読んではいけません,yonde wa ikemasen,Membaca.,prohibition,non_past,polite,てはいけません,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Larangan sopan.
vcr_n5_070,N5,core_n5_pattern,70,n5_grammar_pattern,nai_de_kudasai_form,ないでください,tolong jangan melakukan,nai_form,any,any,nai_form exists,append_suffix,,でください,nai_form + でください,読む,よむ,yomu,読まないでください,yomanai de kudasai,Membaca.,negative_request,non_past,polite,ないでください,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Request negatif.
vcr_n5_071,N5,core_n5_pattern,71,n5_grammar_pattern,nakereba_narimasen_form,なければなりません,harus melakukan,nai_form,any,any,nai_form exists,replace_suffix,,なければなりません,replace ない with なければなりません,読む,よむ,yomu,読まなければなりません,yomanakereba narimasen,Membaca.,obligation,non_past,polite,なければなりません,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Obligation N5/N4 foundational; useful untuk app beginner.
vcr_n5_072,N5,core_n5_pattern,72,n5_grammar_pattern,nakute_mo_ii_form,なくてもいいです,tidak perlu melakukan / boleh tidak,nai_form,any,any,nai_form exists,replace_suffix,,なくてもいいです,replace ない with なくてもいいです,読む,よむ,yomu,読まなくてもいいです,yomanakute mo ii desu,Membaca.,permission_negative,non_past,polite,なくてもいいです,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Permission negatif.
vcr_n5_073,N5,core_n5_pattern,73,n5_grammar_pattern,ta_hou_ga_ii_form,たほうがいいです,sebaiknya melakukan,ta_form,any,any,ta_form exists,append_suffix,,ほうがいいです,ta_form + ほうがいいです,読む,よむ,yomu,読んだほうがいいです,yonda hou ga ii desu,Membaca.,advice,non_past,polite,たほうがいい,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Saran positif.
vcr_n5_074,N5,core_n5_pattern,74,n5_grammar_pattern,nai_hou_ga_ii_form,ないほうがいいです,sebaiknya tidak melakukan,nai_form,any,any,nai_form exists,append_suffix,,ほうがいいです,nai_form + ほうがいいです,読む,よむ,yomu,読まないほうがいいです,yomanai hou ga ii desu,Membaca.,advice_negative,non_past,polite,ないほうがいい,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Saran negatif.
vcr_n5_075,N5,core_n5_pattern,75,n5_grammar_pattern,ni_ikimasu_form,に行きます,pergi untuk melakukan,masu_stem,any,any,masu_stem exists,append_suffix,,に行きます,masu_stem + に行きます,読む,よむ,yomu,読みに行きます,yomi ni ikimasu,Membaca.,purpose,non_past,polite,に行く,true,true,2,https://nihongoichiban.com/2011/09/08/japanese-grammar-of-verbs-for-jlpt-n5/,Pakai masu stem tanpa ます.
vcr_n5_076,N4+,boundary_reference,76,out_of_scope,plain_volitional_form,plain volitional,bentuk ajakan plain; biasanya setelah N5,masu_stem/godan_o_stem,any,any,not recommended for N5 MVP,out_of_scope,,う/よう,godan o-row + う / ichidan stem + よう,読む,よむ,yomu,読もう,yomou,Membaca.,varies,varies,plain,N4+,false,false,9,https://www.tofugu.com/japanese-grammar/verb-conjugation-groups/,Disimpan sebagai boundary agar roadmap tidak kebablasan.
vcr_n5_077,N4+,boundary_reference,77,out_of_scope,potential_form,potential,bisa/mampu melakukan; biasanya setelah N5,dictionary,any,any,not recommended for N5 MVP,out_of_scope,,れる/られる,not in core N5 seed,読む,よむ,yomu,読める,yomeru,Membaca.,varies,varies,plain,N4+,false,false,9,https://www.tofugu.com/japanese-grammar/verb-conjugation-groups/,Disimpan sebagai boundary agar roadmap tidak kebablasan.
vcr_n5_078,N4+,boundary_reference,78,out_of_scope,passive_form,passive,pasif; bukan prioritas N5,dictionary,any,any,not recommended for N5 MVP,out_of_scope,,れる/られる,not in core N5 seed,読む,よむ,yomu,読まれる,yomareru,Membaca.,varies,varies,plain,N4+,false,false,9,https://www.tofugu.com/japanese-grammar/verb-conjugation-groups/,Disimpan sebagai boundary agar roadmap tidak kebablasan.
