id,jlpt_level,passage_id,passage_key,display_order,question_order,question_type,skill_focus,question_jp,question_romaji,question_id,choices_json,correct_answer_json,explanation_id,difficulty_order,points,time_limit_seconds,quiz_template_key,recommended_for_mvp,source_basis,source_url,review_status,notes
read_q_n5_0040,N5,read_n5_0014,birthday_party,40,1,multiple_choice_single,detail,パーティーはどこでありますか。,,Pesta diadakan di mana?,"[{""id"": ""c1"", ""text"": ""私の家"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""学校"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""レストラン"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""公園"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""私の家""}",Teks menyebut 私の家で。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0041,N5,read_n5_0014,birthday_party,41,2,multiple_choice_single,detail,パーティーは何時までですか。,,Pesta sampai jam berapa?,"[{""id"": ""c1"", ""text"": ""午後四時"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""午後二時"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""午前四時"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""午後六時"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""午後四時""}",Teks menyebut 午後二時から四時まで。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0042,N5,read_n5_0014,birthday_party,42,3,true_false,verification,パーティーにケーキがあります。,,Ada kue di pesta.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut ケーキとジュースがあります。,2,1,45,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0043,N5,read_n5_0015,part_time_job,43,1,multiple_choice_single,detail,いつアルバイトをしていますか。,,Kapan ia bekerja paruh waktu?,"[{""id"": ""c1"", ""text"": ""日曜日だけ"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""毎日"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""土曜日と日曜日"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""月曜日だけ"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""日曜日だけ""}",Teks menyebut 日曜日だけ。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0044,N5,read_n5_0015,part_time_job,44,2,multiple_choice_single,detail,仕事は何時から何時までですか。,,Kerjanya dari jam berapa sampai jam berapa?,"[{""id"": ""c1"", ""text"": ""朝九時から午後一時まで"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""朝八時から午後二時まで"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""午後一時から午後九時まで"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""朝九時から午後三時まで"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""朝九時から午後一時まで""}",Teks menyebut 朝九時から午後一時まで。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0045,N5,read_n5_0015,part_time_job,45,3,true_false,verification,仕事は忙しいですが、楽しいです。,,"Pekerjaannya sibuk, tetapi menyenangkan.","[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut 忙しいですが、楽しいです。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0046,N5,read_n5_0016,weekend_plan,46,1,multiple_choice_single,detail,何を見に行きますか。,,Pergi menonton apa?,"[{""id"": ""c1"", ""text"": ""映画"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""テスト"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""テレビ"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""写真"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""映画""}",Teks menyebut 映画を見に行きます。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0047,N5,read_n5_0016,weekend_plan,47,2,multiple_choice_single,detail,映画は何時に始まりますか。,,Film mulai jam berapa?,"[{""id"": ""c1"", ""text"": ""午後五時"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""午後四時"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""午後六時"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""午前五時"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""午後五時""}",Teks menyebut 午後五時に始まります。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0048,N5,read_n5_0016,weekend_plan,48,3,true_false,verification,映画の後で晩ご飯を食べます。,,Makan malam setelah film.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut その前に...晩ご飯を食べます。,2,1,45,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0049,N5,read_n5_0017,lost_item,49,1,multiple_choice_single,detail,何を探していますか。,,Apa yang sedang dicari?,"[{""id"": ""c1"", ""text"": ""黒い傘"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""青いかばん"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""白い本"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""赤いペン"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""黒い傘""}",Teks menyebut 黒い傘を探しています。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0050,N5,read_n5_0017,lost_item,50,2,multiple_choice_single,detail,どこに忘れましたか。,,Lupa menaruh di mana?,"[{""id"": ""c1"", ""text"": ""図書館の前"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""駅の前"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""教室の中"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""事務室"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""図書館の前""}",Teks menyebut 図書館の前に忘れました。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0051,N5,read_n5_0017,lost_item,51,3,true_false,verification,傘に名前があります。,,Ada nama di payung.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut 名前はありません。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0052,N5,read_n5_0018,email_teacher,52,1,multiple_choice_single,detail,どうして学校を休みますか。,,Kenapa tidak masuk sekolah?,"[{""id"": ""c1"", ""text"": ""熱がありますから"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""宿題がありませんから"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""雨ですから"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""テストがありますから"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""熱がありますから""}",Teks menyebut 熱がありますから。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0053,N5,read_n5_0018,email_teacher,53,2,multiple_choice_single,detail,宿題はいつ出しますか。,,PR dikumpulkan kapan?,"[{""id"": ""c1"", ""text"": ""明日"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""今日"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""昨日"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""来週"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""明日""}",Teks menyebut 宿題は明日出します。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0054,N5,read_n5_0018,email_teacher,54,3,true_false,verification,このメールは先生へのメールです。,,Email ini untuk guru.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Awal teks menyapa 先生。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0055,N5,read_n5_0019,pet_cat,55,1,multiple_choice_single,detail,猫の名前は何ですか。,,Nama kucingnya apa?,"[{""id"": ""c1"", ""text"": ""モモ"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""ミナ"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""タロウ"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""ハナ"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""モモ""}",Teks menyebut 名前はモモです。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0056,N5,read_n5_0019,pet_cat,56,2,multiple_choice_single,detail,猫は何が好きですか。,,Kucing suka apa?,"[{""id"": ""c1"", ""text"": ""魚"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""牛乳"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""パン"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""水"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""魚""}",Teks menyebut 魚が好きです。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0057,N5,read_n5_0019,pet_cat,57,3,true_false,verification,猫は牛乳をよく飲みます。,,Kucing sering minum susu.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut 牛乳はあまり飲みません。,2,1,45,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0058,N5,read_n5_0020,train_notice,58,1,multiple_choice_single,detail,どうして電車が遅れていますか。,,Kenapa kereta terlambat?,"[{""id"": ""c1"", ""text"": ""雨が強いですから"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""駅が休みですから"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""バスがありませんから"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""朝ですから"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""雨が強いですから""}",Teks menyebut 雨が強いですから。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0059,N5,read_n5_0020,train_notice,59,2,multiple_choice_single,detail,どこで待ちますか。,,Menunggu di mana?,"[{""id"": ""c1"", ""text"": ""駅"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""学校"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""バスの中"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""家"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""駅""}",Teks menyebut 駅で待ってください。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0060,N5,read_n5_0020,train_notice,60,3,true_false,verification,バスも使うことができます。,,Bus juga bisa digunakan.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Kalimat terakhir menyebut バスも使うことができます。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0061,N5,read_n5_0021,sports_day,61,1,multiple_choice_single,detail,運動会はいつですか。,,Acara olahraga kapan?,"[{""id"": ""c1"", ""text"": ""来週の金曜日"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""今週の日曜日"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""明日の朝"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""昨日"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""来週の金曜日""}",Teks menyebut 来週の金曜日。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0062,N5,read_n5_0021,sports_day,62,2,multiple_choice_single,detail,学生は何を着ますか。,,Siswa memakai apa?,"[{""id"": ""c1"", ""text"": ""白いシャツと黒いズボン"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""赤いシャツと白いズボン"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""青いかばん"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""黒いコート"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""白いシャツと黒いズボン""}",Teks menyebut 白いシャツと黒いズボン。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0063,N5,read_n5_0021,sports_day,63,3,true_false,verification,雨の時も運動会があります。,,Saat hujan pun acara olahraga tetap ada.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut 雨の時は、運動会はありません。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0064,N5,read_n5_0022,apartment_notice,64,1,multiple_choice_single,detail,水を使うことができないのはいつですか。,,Kapan air tidak bisa digunakan?,"[{""id"": ""c1"", ""text"": ""明日の午前十時から十二時まで"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""今日の夜"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""明日の午後三時から"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""今日の朝"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""明日の午前十時から十二時まで""}",Teks menyebut 明日の午前十時から十二時まで。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0065,N5,read_n5_0022,apartment_notice,65,2,multiple_choice_single,detail,洗濯はいつまでにしますか。,,Cuci pakaian paling lambat kapan?,"[{""id"": ""c1"", ""text"": ""今日の夜までに"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""明日の昼までに"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""来週までに"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""今朝までに"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""今日の夜までに""}",Teks menyebut 今日の夜までにしてください。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0066,N5,read_n5_0022,apartment_notice,66,3,true_false,verification,明日、水は一日中使うことができません。,,Besok air tidak bisa digunakan seharian.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks hanya menyebut 10時から12時まで。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0067,N5,read_n5_0023,club_activity,67,1,multiple_choice_single,detail,いつ練習しますか。,,Latihan kapan?,"[{""id"": ""c1"", ""text"": ""火曜日と木曜日"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""月曜日と水曜日"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""土曜日だけ"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""毎朝"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""火曜日と木曜日""}",Teks menyebut 火曜日と木曜日。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0068,N5,read_n5_0023,club_activity,68,2,multiple_choice_single,detail,何が少しできますか。,,Apa yang sedikit bisa dilakukan?,"[{""id"": ""c1"", ""text"": ""ピアノ"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""ギター"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""日本語"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""歌"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""ピアノ""}",Teks menyebut ピアノは少しできます。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0069,N5,read_n5_0023,club_activity,69,3,true_false,verification,ギターはもうできます。,,Gitar sudah bisa.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": false}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": true}]","{""correct_choice_id"": ""c2"", ""correct_value"": ""正しくない"", ""is_true"": false}",Teks menyebut ギターはまだできません。,2,1,45,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0070,N5,read_n5_0024,new_bicycle,70,1,multiple_choice_single,detail,新しい自転車の色は何ですか。,,Warna sepeda baru apa?,"[{""id"": ""c1"", ""text"": ""赤"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""青"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""白"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""黒"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""赤""}",Teks menyebut 色は赤です。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0071,N5,read_n5_0024,new_bicycle,71,2,multiple_choice_single,detail,新しい自転車は古い自転車よりどうですか。,,Sepeda baru dibanding sepeda lama bagaimana?,"[{""id"": ""c1"", ""text"": ""軽いです"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""重いです"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""高いです"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""小さいです"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""軽いです""}",Teks menyebut 古い自転車より軽いです。,2,2,60,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0072,N5,read_n5_0024,new_bicycle,72,3,true_false,verification,毎日、大学へ自転車で行きます。,,Setiap hari pergi ke kampus dengan sepeda.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut これで毎日、大学へ行きます。,2,1,45,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0073,N5,read_n5_0025,hotel_message,73,1,multiple_choice_single,detail,朝ご飯は何時からですか。,,Sarapan mulai jam berapa?,"[{""id"": ""c1"", ""text"": ""七時"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""九時"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""一時"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""十時"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""七時""}",Teks menyebut 七時から九時まで。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0074,N5,read_n5_0025,hotel_message,74,2,multiple_choice_single,detail,食堂はどこにありますか。,,Ruang makan ada di mana?,"[{""id"": ""c1"", ""text"": ""一階"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""二階"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""部屋の中"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""フロントの前"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""一階""}",Teks menyebut 食堂は一階にあります。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0075,N5,read_n5_0025,hotel_message,75,3,true_false,verification,出かける時、鍵をフロントに出します。,,"Saat keluar, menyerahkan kunci ke front desk.","[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut 鍵は...フロントに出してください。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0076,N5,read_n5_0026,park_rules,76,1,multiple_choice_single,detail,この公園でしてはいけないことは何ですか。,,Hal yang tidak boleh dilakukan di taman ini apa?,"[{""id"": ""c1"", ""text"": ""自転車に乗ること"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""犬と散歩すること"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""歩くこと"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""夜十時に帰ること"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""自転車に乗ること""}",Teks menyebut 自転車に乗ってはいけません。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0077,N5,read_n5_0026,park_rules,77,2,multiple_choice_single,detail,公園は何時に閉まりますか。,,Taman tutup jam berapa?,"[{""id"": ""c1"", ""text"": ""夜十時"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""朝十時"", ""is_correct"": false}, {""id"": ""c3"", ""text"": ""午後六時"", ""is_correct"": false}, {""id"": ""c4"", ""text"": ""夜九時"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""夜十時""}",Teks menyebut 夜十時に閉まります。,3,3,90,reading_comprehension_choice,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
read_q_n5_0078,N5,read_n5_0026,park_rules,78,3,true_false,verification,犬と散歩してもいいです。,,Boleh berjalan-jalan dengan anjing.,"[{""id"": ""c1"", ""text"": ""正しい"", ""is_correct"": true}, {""id"": ""c2"", ""text"": ""正しくない"", ""is_correct"": false}]","{""correct_choice_id"": ""c1"", ""correct_value"": ""正しい"", ""is_true"": true}",Teks menyebut 犬と散歩してもいいです。,3,2,60,reading_true_false,true,original_curated_app_seed_inspired_by_jlpt_n5_reading_item_formats,https://www.jlpt.jp/e/samples/forlearners.html,curated_original_needs_native_review,Original reading question. Not copied from official JLPT.
