id,set_type,display_order,symbol,visible_symbol,unicode_codepoint,unicode_name,unicode_escape,utf8_hex,category,subcategory,japanese_name,romaji_name,meaning_id,usage_id,input_aliases,normalized_nfkc,suggested_normalized_to,pair_key,pair_role,is_pair,is_common,n5_relevant,recommended_for_quiz,example_jp,example_id,source_url,notes
jsp_0070,input_normalization,70,゚,◌゚,U+309A,COMBINING KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK,\u309A,E3 82 9A,mark,combining_handakuten,結合半濁点,ketsugō handakuten,Tanda handakuten combining,Normalisasi Unicode untuk kana gabungan.,combining handakuten,,,,none,false,true,true,false,,,https://www.unicode.org/charts/PDF/U3040.pdf,
jsp_0071,extended_japanese_mark,71,ゝ,ゝ,U+309D,HIRAGANA ITERATION MARK,\u309D,E3 82 9D,mark,hiragana_iteration,平仮名返し,hiragana gaeshi,Tanda pengulangan hiragana,Mengulang kana sebelumnya; sekarang jarang.,,,,,none,false,false,false,false,,,https://www.unicode.org/charts/PDF/U3040.pdf,
jsp_0072,extended_japanese_mark,72,ゞ,ゞ,U+309E,HIRAGANA VOICED ITERATION MARK,\u309E,E3 82 9E,mark,hiragana_iteration_voiced,平仮名返し濁点付き,hiragana gaeshi dakuten tsuki,Tanda pengulangan hiragana bersuara,Mengulang kana sebelumnya dengan dakuten; sekarang jarang.,,,,,none,false,false,false,false,,,https://www.unicode.org/charts/PDF/U3040.pdf,
jsp_0073,extended_japanese_mark,73,ヽ,ヽ,U+30FD,KATAKANA ITERATION MARK,\u30FD,E3 83 BD,mark,katakana_iteration,片仮名返し,katakana gaeshi,Tanda pengulangan katakana,Mengulang kana sebelumnya; sekarang jarang.,,,,,none,false,false,false,false,,,https://www.unicode.org/charts/PDF/U30A0.pdf,
jsp_0074,extended_japanese_mark,74,ヾ,ヾ,U+30FE,KATAKANA VOICED ITERATION MARK,\u30FE,E3 83 BE,mark,katakana_iteration_voiced,片仮名返し濁点付き,katakana gaeshi dakuten tsuki,Tanda pengulangan katakana bersuara,Mengulang kana sebelumnya dengan dakuten; sekarang jarang.,,,,,none,false,false,false,false,,,https://www.unicode.org/charts/PDF/U30A0.pdf,
jsp_0075,extended_japanese_mark,75,゠,゠,U+30A0,KATAKANA-HIRAGANA DOUBLE HYPHEN,\u30A0,E3 82 A0,punctuation,katakana_double_hyphen,二重ハイフン,nijū haifun,Double hyphen katakana,Kadang memisahkan nama asing di katakana.,double hyphen,,,,none,false,false,false,false,,,https://www.unicode.org/charts/PDF/U30A0.pdf,
jsp_0076,core_japanese_symbol,76,※,※,U+203B,REFERENCE MARK,\u203B,E2 80 BB,symbol,reference_mark,米印,komejirushi,Tanda catatan/perhatian,"Menandai catatan, peringatan, atau keterangan.","note, reference mark",,,,none,false,true,false,false,※明日は休みです。,Catatan: Besok libur.,https://www.unicode.org/charts/PDF/U2000.pdf,
jsp_0077,core_japanese_punctuation,77,…,…,U+2026,HORIZONTAL ELLIPSIS,\u2026,E2 80 A6,punctuation,ellipsis,三点リーダー,santen rīdā,Elipsis/tiga titik,"Menunjukkan jeda, lanjutan, atau kalimat menggantung.","..., ellipsis",...,…,,none,false,true,false,false,ええと…,Hmm…,https://www.unicode.org/charts/PDF/U2000.pdf,
jsp_0078,extended_japanese_punctuation,78,‥,‥,U+2025,TWO DOT LEADER,\u2025,E2 80 A5,punctuation,two_dot_leader,二点リーダー,niten rīdā,Dua titik leader,Alternatif elipsis/leader.,".., two dot leader",..,,,none,false,false,false,false,,,https://www.unicode.org/charts/PDF/U2000.pdf,
jsp_0079,fullwidth_punctuation,79,！,！,U+FF01,FULLWIDTH EXCLAMATION MARK,\uFF01,EF BC 81,punctuation,exclamation,感嘆符,kantanfu,Tanda seru fullwidth,Ekspresi kuat/seruan dalam teks Jepang.,!,!,！,,none,false,true,true,true,すごい！,Hebat!,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0080,fullwidth_punctuation,80,？,？,U+FF1F,FULLWIDTH QUESTION MARK,\uFF1F,EF BC 9F,punctuation,question,疑問符,gimonfu,Tanda tanya fullwidth,Pertanyaan/informal; dalam Jepang formal sering cukup pakai か + 。,?,?,？,,none,false,true,true,true,これは何ですか？,Ini apa?,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0081,fullwidth_punctuation,81,，,，,U+FF0C,FULLWIDTH COMMA,\uFF0C,EF BC 8C,punctuation,fullwidth_comma,コンマ,konma,Koma fullwidth,"Alternatif koma dalam teks horizontal, sering di teks teknis/resmi.",",",",",、,,none,false,true,false,false,東京，京都，大阪,"Tokyo, Kyoto, Osaka.",https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0082,fullwidth_punctuation,82,．,．,U+FF0E,FULLWIDTH FULL STOP,\uFF0E,EF BC 8E,punctuation,fullwidth_period,ピリオド,piriodo,Titik fullwidth,Alternatif titik dalam teks horizontal/teknis.,.,.,。,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0083,fullwidth_punctuation,83,：,：,U+FF1A,FULLWIDTH COLON,\uFF1A,EF BC 9A,punctuation,colon,コロン,koron,Titik dua fullwidth,"Label, waktu, keterangan.",:,:,：,,none,false,true,false,false,時間：三時,Waktu: jam tiga.,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0084,fullwidth_punctuation,84,；,；,U+FF1B,FULLWIDTH SEMICOLON,\uFF1B,EF BC 9B,punctuation,semicolon,セミコロン,semikoron,Titik koma fullwidth,Jarang di Japanese beginner; sering karena teks campuran.,;,;,,,none,false,false,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0085,fullwidth_bracket,85,（,（,U+FF08,FULLWIDTH LEFT PARENTHESIS,\uFF08,EF BC 88,bracket,parenthesis,丸括弧,maru kakko,Kurung bulat fullwidth pembuka,Keterangan tambahan.,(,(,,fullwidth_parenthesis,open,true,true,true,false,日本（にほん）,Jepang (nihon).,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0086,fullwidth_bracket,86,）,）,U+FF09,FULLWIDTH RIGHT PARENTHESIS,\uFF09,EF BC 89,bracket,parenthesis,丸括弧,maru kakko,Kurung bulat fullwidth penutup,Menutup keterangan tambahan.,),),,fullwidth_parenthesis,close,true,true,true,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0087,fullwidth_bracket,87,［,［,U+FF3B,FULLWIDTH LEFT SQUARE BRACKET,\uFF3B,EF BC BB,bracket,square_bracket,角括弧,kaku kakko,Kurung siku fullwidth pembuka,,[,[,,fullwidth_square_bracket,open,true,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0088,fullwidth_bracket,88,］,］,U+FF3D,FULLWIDTH RIGHT SQUARE BRACKET,\uFF3D,EF BC BD,bracket,square_bracket,角括弧,kaku kakko,Kurung siku fullwidth penutup,,],],,fullwidth_square_bracket,close,true,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0089,fullwidth_bracket,89,｛,｛,U+FF5B,FULLWIDTH LEFT CURLY BRACKET,\uFF5B,EF BD 9B,bracket,brace,波括弧,nami kakko,Kurung kurawal fullwidth pembuka,,{,{,,fullwidth_brace,open,true,false,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0090,fullwidth_bracket,90,｝,｝,U+FF5D,FULLWIDTH RIGHT CURLY BRACKET,\uFF5D,EF BD 9D,bracket,brace,波括弧,nami kakko,Kurung kurawal fullwidth penutup,,},},,fullwidth_brace,close,true,false,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0091,fullwidth_punctuation,91,～,～,U+FF5E,FULLWIDTH TILDE,\uFF5E,EF BD 9E,punctuation,fullwidth_tilde,全角チルダ,zenkaku chiruda,Tilde fullwidth,Sering tertukar dengan wave dash untuk rentang.,~,~,〜,,none,false,true,false,false,1時～3時,Jam 1 sampai 3.,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0092,fullwidth_punctuation,92,／,／,U+FF0F,FULLWIDTH SOLIDUS,\uFF0F,EF BC 8F,punctuation,solidus,スラッシュ,surasshu,Garis miring fullwidth,"Pilihan, tanggal, atau pemisah.",/,/,,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0093,fullwidth_punctuation,93,＼,＼,U+FF3C,FULLWIDTH REVERSE SOLIDUS,\uFF3C,EF BC BC,punctuation,reverse_solidus,バックスラッシュ,bakkusurasshu,Backslash fullwidth,Teks teknis/campuran.,\,\,,,none,false,false,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0094,fullwidth_symbol,94,＋,＋,U+FF0B,FULLWIDTH PLUS SIGN,\uFF0B,EF BC 8B,symbol,plus_sign,プラス,purasu,Plus fullwidth,,+,+,,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0095,fullwidth_symbol,95,－,－,U+FF0D,FULLWIDTH HYPHEN-MINUS,\uFF0D,EF BC 8D,symbol,minus_hyphen,マイナス,mainasu,Minus/hyphen fullwidth,,-,-,ー,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,Jangan otomatis samakan dengan ー di semua konteks; untuk katakana bisa dinormalisasi ke chōonpu.
jsp_0096,fullwidth_symbol,96,＝,＝,U+FF1D,FULLWIDTH EQUALS SIGN,\uFF1D,EF BC 9D,symbol,equals_sign,イコール,ikōru,Sama dengan fullwidth,,=,=,,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0097,fullwidth_symbol,97,＊,＊,U+FF0A,FULLWIDTH ASTERISK,\uFF0A,EF BC 8A,symbol,asterisk,アステリスク,asuterisuku,Asterisk fullwidth,,*,*,,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0098,fullwidth_symbol,98,＆,＆,U+FF06,FULLWIDTH AMPERSAND,\uFF06,EF BC 86,symbol,ampersand,アンパサンド,anpasando,Ampersand fullwidth,,&,&,,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0099,fullwidth_symbol,99,％,％,U+FF05,FULLWIDTH PERCENT SIGN,\uFF05,EF BC 85,symbol,percent,パーセント,pāsento,Persen fullwidth,,%,%,,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0100,fullwidth_symbol,100,＃,＃,U+FF03,FULLWIDTH NUMBER SIGN,\uFF03,EF BC 83,symbol,number_sign,番号記号 / シャープ,bangō kigō / shāpu,Hash/nomor fullwidth,,#,#,,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0101,fullwidth_symbol,101,＠,＠,U+FF20,FULLWIDTH COMMERCIAL AT,\uFF20,EF BC A0,symbol,at_sign,アットマーク,atto māku,At sign fullwidth,,@,@,,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0102,fullwidth_symbol,102,￥,￥,U+FFE5,FULLWIDTH YEN SIGN,\uFFE5,EF BF A5,symbol,yen_sign,円記号,en kigō,Simbol yen fullwidth,Harga/uang Jepang.,"yen, ¥",¥,,,none,false,true,true,false,￥500,500 yen.,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0103,halfwidth_normalization,103,｡,｡,U+FF61,HALFWIDTH IDEOGRAPHIC FULL STOP,\uFF61,EF BD A1,punctuation,halfwidth_ideographic_full_stop,半角句点,hankaku kuten,Titik Jepang halfwidth,Input lawas/keyboard; normalize ke 。,halfwidth period,。,。,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0104,halfwidth_normalization,104,｢,｢,U+FF62,HALFWIDTH LEFT CORNER BRACKET,\uFF62,EF BD A2,bracket,halfwidth_left_corner_bracket,半角鉤括弧,hankaku kagi kakko,Kutip Jepang halfwidth pembuka,Input lawas/keyboard; normalize ke 「,,「,「,halfwidth_corner_quote,open,true,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0105,halfwidth_normalization,105,｣,｣,U+FF63,HALFWIDTH RIGHT CORNER BRACKET,\uFF63,EF BD A3,bracket,halfwidth_right_corner_bracket,半角鉤括弧,hankaku kagi kakko,Kutip Jepang halfwidth penutup,Input lawas/keyboard; normalize ke 」,,」,」,halfwidth_corner_quote,close,true,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0106,halfwidth_normalization,106,､,､,U+FF64,HALFWIDTH IDEOGRAPHIC COMMA,\uFF64,EF BD A4,punctuation,halfwidth_ideographic_comma,半角読点,hankaku tōten,Koma Jepang halfwidth,Input lawas/keyboard; normalize ke 、,,、,、,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0107,halfwidth_normalization,107,･,･,U+FF65,HALFWIDTH KATAKANA MIDDLE DOT,\uFF65,EF BD A5,punctuation,halfwidth_katakana_middle_dot,半角中点,hankaku nakaten,Titik tengah halfwidth,Input lawas/keyboard; normalize ke ・,,・,・,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0108,halfwidth_normalization,108,ｰ,ｰ,U+FF70,HALFWIDTH KATAKANA-HIRAGANA PROLONGED SOUND MARK,\uFF70,EF BD B0,mark,halfwidth_prolonged_sound_mark,半角長音符,hankaku chōonpu,Tanda vokal panjang halfwidth,Input lawas/keyboard; normalize ke ー,,ー,ー,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0109,halfwidth_normalization,109,ﾞ,ﾞ,U+FF9E,HALFWIDTH KATAKANA VOICED SOUND MARK,\uFF9E,EF BE 9E,mark,halfwidth_voiced_sound_mark,半角濁点,hankaku dakuten,Dakuten halfwidth,Input lawas/keyboard; normalize gabungan.,,゙,゙,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0110,halfwidth_normalization,110,ﾟ,ﾟ,U+FF9F,HALFWIDTH KATAKANA SEMI-VOICED SOUND MARK,\uFF9F,EF BE 9F,mark,halfwidth_semivoiced_sound_mark,半角半濁点,hankaku handakuten,Handakuten halfwidth,Input lawas/keyboard; normalize gabungan.,,゚,゚,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0111,ascii_input_alias,111,",",",",U+002C,COMMA,\u002C,2C,punctuation,ascii_comma,ASCII comma,komma,Alias input koma ASCII,Untuk validasi jawaban pengguna; normalize ke 、 bila konteks Jepang.,",",,、,,none,false,true,false,false,,,https://www.w3.org/TR/jlreq/?lang=en,
jsp_0112,ascii_input_alias,112,.,.,U+002E,FULL STOP,\u002E,2E,punctuation,ascii_period,ASCII period,piriodo,Alias input titik ASCII,Untuk validasi jawaban pengguna; normalize ke 。 bila konteks Jepang.,.,,。,,none,false,true,false,false,,,https://www.w3.org/TR/jlreq/?lang=en,
jsp_0113,ascii_input_alias,113,?,?,U+003F,QUESTION MARK,\u003F,3F,punctuation,ascii_question,ASCII question mark,gimonfu,Alias input tanda tanya ASCII,Untuk validasi jawaban pengguna; normalize ke ？.,?,,？,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0114,ascii_input_alias,114,!,!,U+0021,EXCLAMATION MARK,\u0021,21,punctuation,ascii_exclamation,ASCII exclamation mark,kantanfu,Alias input tanda seru ASCII,Untuk validasi jawaban pengguna; normalize ke ！.,!,,！,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,
jsp_0115,ascii_input_alias,115,-,-,U+002D,HYPHEN-MINUS,\u002D,2D,punctuation,ascii_hyphen_minus,ASCII hyphen-minus,haifun mainasu,Alias input strip/minus ASCII,Dalam katakana bisa normalize ke ー; dalam angka tetap minus/hyphen.,-,,ー,,none,false,true,false,false,,,https://www.unicode.org/charts/nameslist/n_FF00.html,Context-sensitive. Jangan global replace semua '-' ke ー tanpa cek konteks.
jsp_0116,ascii_input_alias,116, ,␠ SPACE,U+0020,SPACE,\u0020,20,space,ascii_space,半角スペース,hankaku supēsu,Spasi ASCII,Untuk tokenisasi/search; sering jadi hasil normalisasi dari fullwidth space.,space,,,,none,false,true,false,false,,,https://www.unicode.org/charts/PDF/U2000.pdf,
