id,jlpt_level,tree_version,node_type,parent_id,path,slug,display_order,title_id,title_en,description_id,content_type,skill_domain,lesson_group,route_path,icon_key,estimated_minutes,target_xp,coin_reward,difficulty_order,unlock_order,is_mvp,is_required_for_n5,is_checkpoint,checkpoint_type,completion_rule_key,completion_rule_json,primary_dataset_refs,secondary_dataset_refs,item_filter_json,quiz_section_id,srs_deck_key,prerequisite_mode,recommended_review_after_days,tags,source_basis,source_url,notes
les_0302,N5,n5_mvp_v1,lesson,mod_03_kana_marks,n5/phase_01/mod_03_kana_marks/les_0302,youon-combinations,48,Yōon Combinations,Yōon Combinations,きゃ/しゃ/ちゃ dan combo kecil ゃゅょ.,kana_lesson,kana,mod_03_kana_marks,/learn/n5/phase_01/mod_03_kana_marks/les_0302,kana,15,20,2,1,16,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",kana_characters_hiragana_katakana.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""category"": ""yoon""}",qsec_n5_002,deck_kana_n5,all,1|3|7|14,"lesson,kana,kana_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0303,N5,n5_mvp_v1,lesson,mod_03_kana_marks,n5/phase_01/mod_03_kana_marks/les_0303,sokuon-and-long-vowels,49,Sokuon & Long Vowels,Sokuon & Long Vowels,っ/ッ dan ー untuk bunyi panjang.,kana_lesson,kana,mod_03_kana_marks,/learn/n5/phase_01/mod_03_kana_marks/les_0303,kana,12,15,1,1,17,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",kana_characters_hiragana_katakana.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""category"": [""small_kana"", ""long_vowel""]}",qsec_n5_002,deck_kana_n5,all,1|3|7|14,"lesson,kana,kana_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0304,N5,n5_mvp_v1,lesson,mod_03_kana_marks,n5/phase_01/mod_03_kana_marks/les_0304,japanese-punctuation,50,Japanese Punctuation,Japanese Punctuation,、。・「」！？ dan normalisasi input.,symbols_lesson,writing,mod_03_kana_marks,/learn/n5/phase_01/mod_03_kana_marks/les_0304,writing,10,10,1,1,18,true,true,false,,mark_complete,"{""type"": ""mark_complete""}",japanese_symbols_punctuation_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""is_common"": ""true""}",,,all,3|7,"lesson,writing,symbols_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0305,N5,n5_mvp_v1,lesson,mod_03_kana_marks,n5/phase_01/mod_03_kana_marks/les_0305,kana-mastery-gate,51,Kana Mastery Gate,Kana Mastery Gate,Gate sebelum masuk kalimat: 80% kana quiz.,quiz_gate,kana,mod_03_kana_marks,/learn/n5/phase_01/mod_03_kana_marks/les_0305,kana,20,40,4,2,19,true,true,true,quiz_gate,score_or_complete,"{""min_score_percent"": 80, ""required_items"": ""all_or_required_count""}",kana_characters_hiragana_katakana.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""is_common"": ""true"", ""n5_relevant"": ""true""}",qsec_n5_002,deck_kana_n5,all,1|3|7|14,"lesson,kana,quiz_gate",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0401,N5,n5_mvp_v1,lesson,mod_04_basic_sentence,n5/phase_02/mod_04_basic_sentence/les_0401,pronouns-and-people,52,Pronouns & People,Pronouns & People,"私, あなた, 先生, 学生, orang dasar.",vocab_grammar,mixed,mod_04_basic_sentence,/learn/n5/phase_02/mod_04_basic_sentence/les_0401,mixed,12,15,1,2,20,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""people"", ""pronoun""]}",qsec_n5_003,,all,3|7,"lesson,mixed,vocab_grammar",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0402,N5,n5_mvp_v1,lesson,mod_04_basic_sentence,n5/phase_02/mod_04_basic_sentence/les_0402,はです,53,～は～です,～は～です,Kalimat identitas sopan.,grammar_lesson,grammar,mod_04_basic_sentence,/learn/n5/phase_02/mod_04_basic_sentence/les_0402,grammar,12,20,2,2,21,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_grammar_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""grammar_point"": ""～です""}",qsec_n5_004,deck_grammar_n5,all,1|3|7|14,"lesson,grammar,grammar_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0403,N5,n5_mvp_v1,lesson,mod_04_basic_sentence,n5/phase_02/mod_04_basic_sentence/les_0403,this-that-which,54,This/That/Which,This/That/Which,これ/それ/あれ/どれ dan この/その/あの.,grammar_lesson,grammar,mod_04_basic_sentence,/learn/n5/phase_02/mod_04_basic_sentence/les_0403,grammar,12,20,2,2,22,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_grammar_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""tags_contains"": ""demonstrative""}",qsec_n5_004,deck_grammar_n5,all,1|3|7|14,"lesson,grammar,grammar_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0404,N5,n5_mvp_v1,lesson,mod_04_basic_sentence,n5/phase_02/mod_04_basic_sentence/les_0404,question-words-plus-か,55,Question Words + か,Question Words + か,"誰, 何, どこ, いつ dan penanda pertanyaan.",grammar_lesson,grammar,mod_04_basic_sentence,/learn/n5/phase_02/mod_04_basic_sentence/les_0404,grammar,15,20,2,2,23,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_grammar_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""tags_contains"": ""question""}",qsec_n5_004,deck_grammar_n5,all,1|3|7|14,"lesson,grammar,grammar_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0501,N5,n5_mvp_v1,lesson,mod_05_core_particles,n5/phase_02/mod_05_core_particles/les_0501,particle-は-vs-が,56,Particle は vs が,Particle は vs が,Topik vs subjek/fokus.,particle_lesson,particles,mod_05_core_particles,/learn/n5/phase_02/mod_05_core_particles/les_0501,particles,15,25,2,2,24,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_particles_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""particle"": [""は"", ""が""]}",qsec_n5_004,,all,3|7,"lesson,particles,particle_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0502,N5,n5_mvp_v1,lesson,mod_05_core_particles,n5/phase_02/mod_05_core_particles/les_0502,particle-を,57,Particle を,Particle を,Objek langsung untuk verb aksi.,particle_lesson,particles,mod_05_core_particles,/learn/n5/phase_02/mod_05_core_particles/les_0502,particles,12,20,2,2,25,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_particles_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""particle"": ""を""}",qsec_n5_004,,all,3|7,"lesson,particles,particle_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0503,N5,n5_mvp_v1,lesson,mod_05_core_particles,n5/phase_02/mod_05_core_particles/les_0503,particle-の,58,Particle の,Particle の,"Milik, relasi noun, dan nominalizer awal.",particle_lesson,particles,mod_05_core_particles,/learn/n5/phase_02/mod_05_core_particles/les_0503,particles,12,20,2,2,26,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_particles_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""particle"": ""の""}",qsec_n5_004,,all,3|7,"lesson,particles,particle_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0504,N5,n5_mvp_v1,lesson,mod_05_core_particles,n5/phase_02/mod_05_core_particles/les_0504,particle-に--へ,59,Particle に / へ,Particle に / へ,"Tujuan, waktu spesifik, target.",particle_lesson,particles,mod_05_core_particles,/learn/n5/phase_02/mod_05_core_particles/les_0504,particles,15,25,2,2,27,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_particles_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""particle"": [""に"", ""へ""]}",qsec_n5_004,,all,3|7,"lesson,particles,particle_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0505,N5,n5_mvp_v1,lesson,mod_05_core_particles,n5/phase_02/mod_05_core_particles/les_0505,particle-で--と--も,60,Particle で / と / も,Particle で / と / も,"Lokasi aksi, alat, bersama, juga.",particle_lesson,particles,mod_05_core_particles,/learn/n5/phase_02/mod_05_core_particles/les_0505,particles,15,25,2,2,28,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_particles_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""particle"": [""で"", ""と"", ""も""]}",qsec_n5_004,,all,3|7,"lesson,particles,particle_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0506,N5,n5_mvp_v1,lesson,mod_05_core_particles,n5/phase_02/mod_05_core_particles/les_0506,particle-checkpoint,61,Particle Checkpoint,Particle Checkpoint,Quiz partikel inti.,quiz_gate,particles,mod_05_core_particles,/learn/n5/phase_02/mod_05_core_particles/les_0506,particles,18,35,3,2,29,true,true,true,quiz_gate,score_or_complete,"{""min_score_percent"": 80, ""required_items"": ""all_or_required_count""}",jlpt_n5_particles_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""is_core_n5"": ""true""}",qsec_n5_004,,all,3|7,"lesson,particles,quiz_gate",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0601,N5,n5_mvp_v1,lesson,mod_06_existence_place,n5/phase_02/mod_06_existence_place/les_0601,あります--います,62,あります / います,あります / います,Ada/berada untuk benda vs makhluk hidup.,grammar_lesson,grammar,mod_06_existence_place,/learn/n5/phase_02/mod_06_existence_place/les_0601,grammar,15,25,2,2,30,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_grammar_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""grammar_point"": [""あります"", ""います""]}",qsec_n5_004,deck_grammar_n5,all,1|3|7|14,"lesson,grammar,grammar_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0602,N5,n5_mvp_v1,lesson,mod_06_existence_place,n5/phase_02/mod_06_existence_place/les_0602,location-words,63,Location Words,Location Words,"上, 下, 前, 後ろ, 中, 外, 近く.",vocab_grammar,mixed,mod_06_existence_place,/learn/n5/phase_02/mod_06_existence_place/les_0602,mixed,12,20,2,2,31,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": ""location""}",qsec_n5_003,,all,3|7,"lesson,mixed,vocab_grammar",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0603,N5,n5_mvp_v1,lesson,mod_06_existence_place,n5/phase_02/mod_06_existence_place/les_0603,place-sentences,64,Place Sentences,Place Sentences,机の上に本があります pattern.,practice_lesson,mixed,mod_06_existence_place,/learn/n5/phase_02/mod_06_existence_place/les_0603,mixed,15,25,2,2,32,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_example_sentences_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""sentence_type"": [""existence"", ""place""]}",qsec_n5_004,,all,3|7,"lesson,mixed,practice_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0604,N5,n5_mvp_v1,lesson,mod_06_existence_place,n5/phase_02/mod_06_existence_place/les_0604,foundation-gate,65,Foundation Gate,Foundation Gate,Review basic sentence + particles + existence.,quiz_gate,mixed,mod_06_existence_place,/learn/n5/phase_02/mod_06_existence_place/les_0604,mixed,20,40,4,2,33,true,true,true,quiz_gate,score_or_complete,"{""min_score_percent"": 80, ""required_items"": ""all_or_required_count""}",jlpt_n5_quiz_templates_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""lesson_scope"": [""particles"", ""grammar"", ""sentence""]}",qsec_n5_004,,all,3|7,"lesson,mixed,quiz_gate",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0701,N5,n5_mvp_v1,lesson,mod_07_vocab_people,n5/phase_03/mod_07_vocab_people/les_0701,family-words,66,Family Words,Family Words,"母, 父, 兄, 姉, 妹, 兄弟.",vocab_lesson,vocabulary,mod_07_vocab_people,/learn/n5/phase_03/mod_07_vocab_people/les_0701,vocabulary,12,20,2,2,34,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": ""family""}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0702,N5,n5_mvp_v1,lesson,mod_07_vocab_people,n5/phase_03/mod_07_vocab_people/les_0702,people-and-jobs,67,People & Jobs,People & Jobs,"先生, 学生, 医者, 会社員, 友達.",vocab_lesson,vocabulary,mod_07_vocab_people,/learn/n5/phase_03/mod_07_vocab_people/les_0702,vocabulary,12,20,2,2,35,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""people"", ""jobs""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0703,N5,n5_mvp_v1,lesson,mod_07_vocab_people,n5/phase_03/mod_07_vocab_people/les_0703,body-and-health-basics,68,Body & Health Basics,Body & Health Basics,"体, 手, 目, 耳, 薬, 病気.",vocab_lesson,vocabulary,mod_07_vocab_people,/learn/n5/phase_03/mod_07_vocab_people/les_0703,vocabulary,12,20,2,2,36,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""body"", ""health""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0704,N5,n5_mvp_v1,lesson,mod_07_vocab_people,n5/phase_03/mod_07_vocab_people/les_0704,people-vocab-review,69,People Vocab Review,People Vocab Review,Review people/family flashcards.,review_gate,vocabulary,mod_07_vocab_people,/learn/n5/phase_03/mod_07_vocab_people/les_0704,vocabulary,15,25,2,3,37,true,true,true,quiz_gate,score_or_complete,"{""min_score_percent"": 80, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""family"", ""people"", ""jobs"", ""body"", ""health""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,review_gate",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0801,N5,n5_mvp_v1,lesson,mod_08_vocab_daily,n5/phase_03/mod_08_vocab_daily/les_0801,food-and-drink,70,Food & Drink,Food & Drink,"水, お茶, ご飯, パン, 肉, 魚.",vocab_lesson,vocabulary,mod_08_vocab_daily,/learn/n5/phase_03/mod_08_vocab_daily/les_0801,vocabulary,12,20,2,3,38,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""food"", ""drink""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0802,N5,n5_mvp_v1,lesson,mod_08_vocab_daily,n5/phase_03/mod_08_vocab_daily/les_0802,home-and-objects,71,Home & Objects,Home & Objects,"家, 部屋, 机, 椅子, 本, ペン.",vocab_lesson,vocabulary,mod_08_vocab_daily,/learn/n5/phase_03/mod_08_vocab_daily/les_0802,vocabulary,12,20,2,3,39,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""home"", ""objects""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0803,N5,n5_mvp_v1,lesson,mod_08_vocab_daily,n5/phase_03/mod_08_vocab_daily/les_0803,shopping-words,72,Shopping Words,Shopping Words,"店, お金, 円, 買う, ください, いくら.",vocab_lesson,vocabulary,mod_08_vocab_daily,/learn/n5/phase_03/mod_08_vocab_daily/les_0803,vocabulary,12,20,2,3,40,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""shopping"", ""money""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0804,N5,n5_mvp_v1,lesson,mod_08_vocab_daily,n5/phase_03/mod_08_vocab_daily/les_0804,food-and-object-review,73,Food & Object Review,Food & Object Review,Review benda dan makanan.,review_gate,vocabulary,mod_08_vocab_daily,/learn/n5/phase_03/mod_08_vocab_daily/les_0804,vocabulary,15,25,2,3,41,true,true,true,quiz_gate,score_or_complete,"{""min_score_percent"": 80, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""food"", ""drink"", ""home"", ""objects"", ""shopping""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,review_gate",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0901,N5,n5_mvp_v1,lesson,mod_09_vocab_places_time,n5/phase_03/mod_09_vocab_places_time/les_0901,places-and-buildings,74,Places & Buildings,Places & Buildings,"学校, 駅, 図書館, 銀行, 郵便局.",vocab_lesson,vocabulary,mod_09_vocab_places_time,/learn/n5/phase_03/mod_09_vocab_places_time/les_0901,vocabulary,12,20,2,3,42,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""places"", ""buildings""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0902,N5,n5_mvp_v1,lesson,mod_09_vocab_places_time,n5/phase_03/mod_09_vocab_places_time/les_0902,transport-and-directions,75,Transport & Directions,Transport & Directions,"電車, 車, バス, 右, 左, 道.",vocab_lesson,vocabulary,mod_09_vocab_places_time,/learn/n5/phase_03/mod_09_vocab_places_time/les_0902,vocabulary,12,20,2,3,43,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""transport"", ""direction""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0903,N5,n5_mvp_v1,lesson,mod_09_vocab_places_time,n5/phase_03/mod_09_vocab_places_time/les_0903,time-and-frequency-words,76,Time & Frequency Words,Time & Frequency Words,"今日, 明日, 毎日, 朝, 夜, 週.",vocab_lesson,vocabulary,mod_09_vocab_places_time,/learn/n5/phase_03/mod_09_vocab_places_time/les_0903,vocabulary,12,20,2,3,44,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""time"", ""frequency""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0904,N5,n5_mvp_v1,lesson,mod_09_vocab_places_time,n5/phase_03/mod_09_vocab_places_time/les_0904,weather-and-nature,77,Weather & Nature,Weather & Nature,"雨, 空, 山, 川, 春, 夏, 冬.",vocab_lesson,vocabulary,mod_09_vocab_places_time,/learn/n5/phase_03/mod_09_vocab_places_time/les_0904,vocabulary,12,20,2,3,45,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""semantic_category"": [""weather"", ""nature"", ""season""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_0905,N5,n5_mvp_v1,lesson,mod_09_vocab_places_time,n5/phase_03/mod_09_vocab_places_time/les_0905,core-vocab-gate,78,Core Vocab Gate,Core Vocab Gate,Mixed vocab quiz + SRS unlock.,quiz_gate,vocabulary,mod_09_vocab_places_time,/learn/n5/phase_03/mod_09_vocab_places_time/les_0905,vocabulary,20,40,4,3,46,true,true,true,quiz_gate,score_or_complete,"{""min_score_percent"": 80, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""is_common"": ""true""}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,quiz_gate",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_1001,N5,n5_mvp_v1,lesson,mod_10_verb_basics,n5/phase_04/mod_10_verb_basics/les_1001,verb-groups,79,Verb Groups,Verb Groups,"Godan, ichidan, する, 来る.",conjugation_lesson,grammar,mod_10_verb_basics,/learn/n5/phase_04/mod_10_verb_basics/les_1001,grammar,15,25,2,3,47,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_verb_conjugation_rules_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""rule_family"": ""verb_group_detection""}",qsec_n5_004,deck_grammar_n5,all,1|3|7|14,"lesson,grammar,conjugation_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_1002,N5,n5_mvp_v1,lesson,mod_10_verb_basics,n5/phase_04/mod_10_verb_basics/les_1002,ます--ません,80,ます / ません,ます / ません,Polite non-past affirmative/negative.,conjugation_lesson,grammar,mod_10_verb_basics,/learn/n5/phase_04/mod_10_verb_basics/les_1002,grammar,15,25,2,3,48,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_verb_conjugation_rules_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""form_key"": [""masu_form"", ""masen_form""]}",qsec_n5_004,deck_grammar_n5,all,1|3|7|14,"lesson,grammar,conjugation_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_1003,N5,n5_mvp_v1,lesson,mod_10_verb_basics,n5/phase_04/mod_10_verb_basics/les_1003,ました--ませんでした,81,ました / ませんでした,ました / ませんでした,Polite past affirmative/negative.,conjugation_lesson,grammar,mod_10_verb_basics,/learn/n5/phase_04/mod_10_verb_basics/les_1003,grammar,15,25,2,3,49,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_verb_conjugation_rules_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""form_key"": [""mashita_form"", ""masen_deshita_form""]}",qsec_n5_004,deck_grammar_n5,all,1|3|7|14,"lesson,grammar,conjugation_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_1004,N5,n5_mvp_v1,lesson,mod_10_verb_basics,n5/phase_04/mod_10_verb_basics/les_1004,plain-ない--た--なかった,82,Plain ない / た / なかった,Plain ない / た / なかった,Plain forms for N5 patterns.,conjugation_lesson,grammar,mod_10_verb_basics,/learn/n5/phase_04/mod_10_verb_basics/les_1004,grammar,18,30,3,3,50,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_verb_conjugation_rules_seed.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""form_key"": [""nai_form"", ""ta_form"", ""nakatta_form""]}",qsec_n5_004,deck_grammar_n5,all,1|3|7|14,"lesson,grammar,conjugation_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
les_1005,N5,n5_mvp_v1,lesson,mod_10_verb_basics,n5/phase_04/mod_10_verb_basics/les_1005,common-n5-verbs-deck,83,Common N5 Verbs Deck,Common N5 Verbs Deck,"行く, 来る, 食べる, 飲む, 見る, 読む.",vocab_lesson,vocabulary,mod_10_verb_basics,/learn/n5/phase_04/mod_10_verb_basics/les_1005,vocabulary,12,20,2,3,51,true,true,false,,score_or_complete,"{""min_score_percent"": 70, ""required_items"": ""all_or_required_count""}",jlpt_n5_vocabulary_seed_with_examples.csv,jlpt_n5_example_sentences_seed.csv|jlpt_n5_quiz_templates_seed.csv,"{""part_of_speech_id"": [""kata_kerja"", ""kata_kerja_suru""]}",qsec_n5_003,deck_vocabulary_n5,all,1|3|7|14,"lesson,vocabulary,vocab_lesson",curated_roadmap_seed,https://www.mlcjapanese.co.jp/n5.html,
